id_clima,id_municipio,fecha,cielo,t_max,t_min,prob_prec,velocidad_viento,direccion_viento
5869,356,2024-11-26,Despejado,24.70,13.30,0.00,6.30,Oeste
5870,356,2024-11-27,Despejado,25.00,13.10,0.00,7.80,Suroeste
5871,356,2024-11-28,Despejado,28.00,14.90,0.00,7.40,Noroeste
5872,356,2024-11-29,Poco nuboso,24.50,15.30,0.00,5.00,Noroeste
5873,139,2024-11-26,Despejado,18.90,8.40,0.00,7.90,Sur
5874,139,2024-11-27,Despejado,23.40,10.60,0.00,11.20,Sur
5875,139,2024-11-28,Despejado,26.30,9.90,0.00,6.70,Suroeste
5876,139,2024-11-29,Medio nublado,17.60,10.30,0.00,6.80,Sur
5877,315,2024-11-26,Despejado,26.70,20.20,0.00,9.70,Norte
5878,315,2024-11-27,Despejado,28.40,20.00,0.00,10.40,Sur
5879,315,2024-11-28,Despejado,29.40,19.80,0.00,12.90,Norte
5880,315,2024-11-29,Poco nuboso,27.60,20.70,0.00,25.20,Norte
5881,1124,2024-11-26,Despejado,29.30,17.60,0.00,7.80,Norte
5882,1124,2024-11-27,Despejado,28.60,17.50,0.00,6.00,Sur
5883,1124,2024-11-28,Despejado,30.10,17.50,0.00,7.20,Sureste
5884,1124,2024-11-29,Poco nuboso,29.60,19.20,0.00,12.60,Norte
5885,2159,2024-11-26,Poco nuboso,28.80,17.90,0.00,7.10,Sur
5886,2159,2024-11-27,Despejado,28.20,17.70,0.00,10.90,Sureste
5887,2159,2024-11-28,Despejado,29.00,17.30,0.00,7.50,Noreste
5888,2159,2024-11-29,Cielo nublado,20.80,17.40,0.00,11.60,Noroeste
5889,1959,2024-11-26,Despejado,23.50,11.10,0.00,6.60,Oeste
5890,1959,2024-11-27,Despejado,25.30,11.00,0.00,7.40,Oeste
5891,1959,2024-11-28,Despejado,28.10,13.30,0.00,6.90,Oeste
5892,1959,2024-11-29,Despejado,24.60,12.90,0.00,6.30,Oeste
5893,156,2024-11-26,Despejado,26.70,18.60,0.00,9.10,Norte
5894,156,2024-11-27,Despejado,27.40,18.50,0.00,7.20,Sur
5895,156,2024-11-28,Despejado,28.70,18.70,0.00,8.80,Norte
5896,156,2024-11-29,Medio nublado,27.20,21.60,0.00,22.90,Norte
5897,285,2024-11-26,Medio nublado,27.10,19.60,0.00,6.70,Noroeste
5898,22,2024-11-26,Medio nublado,27.10,19.60,0.00,6.70,Noroeste
5899,285,2024-11-27,Cielo nublado,27.70,20.40,0.00,6.00,Sureste
5900,22,2024-11-27,Cielo nublado,27.70,20.40,0.00,6.00,Sureste
5901,285,2024-11-28,Cielo nublado,25.50,17.90,0.00,19.50,Norte
5902,22,2024-11-28,Cielo nublado,25.50,17.90,0.00,19.50,Norte
5903,285,2024-11-29,Cielo nublado,25.30,17.60,0.00,16.90,Noroeste
5904,22,2024-11-29,Cielo nublado,25.30,17.60,0.00,16.90,Noroeste
5905,1081,2024-11-26,Cielo nublado,24.60,7.10,0.00,11.40,Suroeste
5906,1081,2024-11-27,Cielo nublado,21.90,4.80,0.00,18.30,Suroeste
5907,1081,2024-11-28,Cielo nublado,20.60,4.10,0.00,13.10,Oeste
5908,1081,2024-11-29,Cielo nublado,19.80,6.30,0.00,15.40,Suroeste
5909,682,2024-11-26,Despejado,28.90,18.30,0.00,7.40,Oeste
5910,682,2024-11-27,Despejado,28.60,17.50,0.00,10.80,Suroeste
5911,682,2024-11-28,Despejado,29.60,17.40,0.00,9.10,Sureste
5912,682,2024-11-29,Despejado,29.30,19.50,0.00,10.50,Oeste
5913,2421,2024-11-26,Despejado,20.50,8.40,0.00,5.80,Oeste
5914,2421,2024-11-27,Despejado,24.30,8.40,0.00,7.40,Oeste
5915,2421,2024-11-28,Despejado,27.40,10.50,0.00,4.90,Oeste
5916,2421,2024-11-29,Despejado,21.60,9.70,0.00,5.40,Oeste
5917,617,2024-11-26,Despejado,25.70,13.20,0.00,6.00,Oeste
5918,537,2024-11-26,Despejado,25.70,13.20,0.00,6.00,Oeste
5919,617,2024-11-27,Despejado,25.70,12.90,0.00,6.80,Oeste
5920,537,2024-11-27,Despejado,25.70,12.90,0.00,6.80,Oeste
5921,617,2024-11-28,Despejado,27.80,13.90,0.00,6.40,Oeste
5922,537,2024-11-28,Despejado,27.80,13.90,0.00,6.40,Oeste
5923,617,2024-11-29,Despejado,26.80,14.90,0.00,5.80,Oeste
5924,537,2024-11-29,Despejado,26.80,14.90,0.00,5.80,Oeste
5925,2343,2024-11-26,Despejado,20.10,8.70,0.00,6.30,Este
5926,2343,2024-11-27,Despejado,23.90,8.80,0.00,7.10,Oeste
5927,2343,2024-11-28,Despejado,26.70,10.40,0.00,5.90,Noroeste
5928,2343,2024-11-29,Despejado,21.10,9.80,0.00,5.80,Oeste
5929,1063,2024-11-26,Despejado,19.70,9.10,0.00,7.70,Sur
5930,1063,2024-11-27,Despejado,23.70,11.10,0.00,10.70,Sur
5931,1063,2024-11-28,Despejado,26.60,10.70,0.00,6.60,Suroeste
5932,1063,2024-11-29,Medio nublado,17.80,10.80,0.00,6.40,Sur
5933,379,2024-11-26,Despejado,22.80,11.00,0.00,7.80,Oeste
5934,379,2024-11-27,Despejado,24.80,11.10,0.00,8.50,Oeste
5935,379,2024-11-28,Despejado,27.50,13.40,0.00,7.70,Oeste
5936,379,2024-11-29,Despejado,23.90,13.10,0.00,6.70,Oeste
5937,1625,2024-11-26,Despejado,18.50,6.30,0.00,6.30,Este
5938,1625,2024-11-27,Despejado,22.90,7.60,0.00,7.40,Oeste
5939,1625,2024-11-28,Despejado,24.90,8.30,0.00,5.00,Oeste
5940,1625,2024-11-29,Despejado,19.10,7.80,0.00,6.40,Este
5941,198,2024-11-26,Poco nuboso,29.50,8.50,0.00,8.70,Suroeste
5942,198,2024-11-27,Cielo nublado,27.40,7.90,0.00,13.20,Suroeste
5943,198,2024-11-28,Cielo nublado,26.70,7.40,0.00,9.40,Suroeste
5944,198,2024-11-29,Cielo nublado,25.00,7.50,0.00,9.70,Suroeste
5945,2296,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5946,2227,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5947,1943,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5948,1231,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5949,1230,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5950,997,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5951,92,2024-11-26,Poco nuboso,26.10,15.60,0.00,5.80,Suroeste
5952,2296,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5953,2227,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5954,1943,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5955,1231,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5956,1230,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5957,997,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5958,92,2024-11-27,Despejado,26.60,15.40,0.00,6.30,Sur
5959,2296,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5960,2227,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5961,1943,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5962,1231,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5963,1230,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5964,997,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5965,92,2024-11-28,Despejado,28.30,16.30,0.00,6.30,Oeste
5966,2296,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5967,2227,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5968,1943,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5969,1231,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5970,1230,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5971,997,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5972,92,2024-11-29,Cielo nublado,19.70,14.70,0.00,5.10,Norte
5973,1300,2024-11-26,Despejado,19.80,8.50,0.00,6.40,Oeste
5974,1300,2024-11-27,Despejado,23.60,8.80,0.00,7.50,Oeste
5975,1300,2024-11-28,Despejado,26.10,10.20,0.00,6.20,Oeste
5976,1300,2024-11-29,Despejado,20.70,9.80,0.00,6.00,Oeste
5977,1851,2024-11-26,Despejado,29.00,15.70,0.00,5.20,Oeste
5978,1851,2024-11-27,Despejado,27.40,15.10,0.00,6.00,Oeste
5979,1851,2024-11-28,Despejado,29.00,15.10,0.00,5.70,Sureste
5980,1851,2024-11-29,Poco nuboso,29.60,17.50,0.00,5.50,Suroeste
5981,1360,2024-11-26,Despejado,25.60,16.90,0.00,5.90,Noroeste
5982,1360,2024-11-27,Despejado,26.20,16.80,0.00,3.80,Sureste
5983,1360,2024-11-28,Despejado,27.80,17.60,0.00,4.80,Sureste
5984,1360,2024-11-29,Medio nublado,26.40,19.90,0.00,12.80,Noroeste
5985,228,2024-11-26,Poco nuboso,28.80,18.40,0.00,7.80,Sur
5986,228,2024-11-27,Despejado,28.00,17.70,0.00,10.00,Este
5987,228,2024-11-28,Despejado,28.90,17.50,0.00,7.70,Oeste
5988,228,2024-11-29,Cielo nublado,22.40,18.70,0.00,13.40,Noroeste
5989,773,2024-11-26,Poco nuboso,28.40,17.20,0.00,5.30,Sur
5990,773,2024-11-27,Despejado,27.80,17.00,0.00,7.50,Sureste
5991,773,2024-11-28,Despejado,29.10,16.70,0.00,7.10,Norte
5992,773,2024-11-29,Cielo nublado,20.60,17.00,0.00,9.10,Noroeste
5993,150,2024-11-26,Poco nuboso,28.30,17.20,0.00,5.70,Sureste
5994,150,2024-11-27,Despejado,28.30,17.00,0.00,8.60,Sureste
5995,150,2024-11-28,Despejado,29.40,16.60,0.00,6.10,Oeste
5996,150,2024-11-29,Cielo nublado,20.10,16.30,0.00,7.50,Noroeste
5997,1611,2024-11-26,Poco nuboso,30.60,13.00,0.00,7.40,Noreste
5998,1611,2024-11-27,Medio nublado,27.60,11.20,0.00,7.10,Noreste
5999,1611,2024-11-28,Cielo nublado,27.50,10.50,0.00,7.10,Noreste
6000,1611,2024-11-29,Cielo nublado,26.00,11.50,0.00,7.00,Noreste
6001,1531,2024-11-26,Despejado,21.20,10.10,0.00,6.20,Suroeste
6002,1531,2024-11-27,Despejado,24.10,10.70,0.00,7.40,Suroeste
6003,1531,2024-11-28,Despejado,27.20,12.70,0.00,6.90,Oeste
6004,1531,2024-11-29,Poco nuboso,20.40,11.80,0.00,4.80,Suroeste
6005,1483,2024-11-26,Despejado,26.10,15.70,0.00,6.40,Suroeste
6006,1483,2024-11-27,Despejado,26.20,15.30,0.00,6.00,Suroeste
6007,1483,2024-11-28,Despejado,27.90,16.90,0.00,6.00,Suroeste
6008,1483,2024-11-29,Cielo nublado,21.30,15.30,0.00,4.40,Norte
6009,1150,2024-11-26,Despejado,21.00,9.10,0.00,8.00,Oeste
6010,822,2024-11-26,Despejado,21.00,9.10,0.00,8.00,Oeste
6011,1150,2024-11-27,Despejado,24.00,9.80,0.00,8.90,Oeste
6012,822,2024-11-27,Despejado,24.00,9.80,0.00,8.90,Oeste
6013,1150,2024-11-28,Despejado,26.90,11.70,0.00,7.90,Oeste
6014,822,2024-11-28,Despejado,26.90,11.70,0.00,7.90,Oeste
6015,1150,2024-11-29,Despejado,21.90,11.40,0.00,6.70,Oeste
6016,822,2024-11-29,Despejado,21.90,11.40,0.00,6.70,Oeste
6017,1272,2024-11-26,Poco nuboso,27.40,20.80,25.00,9.70,Norte
6018,1272,2024-11-27,Despejado,27.10,20.10,0.00,6.20,Este
6019,1272,2024-11-28,Despejado,29.50,20.00,0.00,7.60,Sur
6020,1272,2024-11-29,Poco nuboso,28.40,22.20,0.00,19.40,Noroeste
6021,389,2024-11-26,Despejado,28.50,17.20,0.00,5.50,Suroeste
6022,389,2024-11-27,Despejado,28.30,16.80,0.00,4.90,Este
6023,389,2024-11-28,Despejado,29.60,16.60,0.00,5.80,Oeste
6024,389,2024-11-29,Cielo nublado,21.80,17.20,0.00,8.90,Noroeste
6025,2351,2024-11-26,Despejado,27.00,16.20,0.00,6.50,Sur
6026,2351,2024-11-27,Despejado,27.60,16.00,0.00,7.20,Sur
6027,2351,2024-11-28,Despejado,29.30,17.00,0.00,7.20,Oeste
6028,2351,2024-11-29,Medio nublado,23.50,15.70,0.00,10.70,Oeste
6029,857,2024-11-26,Despejado,23.50,11.50,0.00,7.30,Oeste
6030,857,2024-11-27,Despejado,25.20,11.50,0.00,8.00,Oeste
6031,857,2024-11-28,Despejado,27.80,13.70,0.00,7.40,Oeste
6032,857,2024-11-29,Despejado,24.70,13.40,0.00,6.60,Oeste
6033,648,2024-11-26,Despejado,23.10,10.80,0.00,6.70,Oeste
6034,648,2024-11-27,Despejado,25.20,10.70,0.00,7.50,Oeste
6035,648,2024-11-28,Despejado,28.10,12.90,0.00,7.00,Oeste
6036,648,2024-11-29,Despejado,24.10,12.40,0.00,6.50,Oeste
6037,284,2024-11-26,Despejado,29.20,17.60,0.00,8.40,Oeste
6038,284,2024-11-27,Despejado,28.40,17.40,0.00,6.40,Sur
6039,284,2024-11-28,Despejado,30.00,17.40,0.00,7.30,Sureste
6040,284,2024-11-29,Poco nuboso,29.70,19.30,0.00,11.70,Norte
6041,1185,2024-11-26,Medio nublado,23.20,5.70,0.00,7.40,Oeste
6042,1185,2024-11-27,Cielo nublado,20.80,2.90,0.00,13.20,Suroeste
6043,1185,2024-11-28,Cielo nublado,19.40,2.80,0.00,8.80,Suroeste
6044,1185,2024-11-29,Cielo nublado,18.70,3.90,0.00,8.80,Suroeste
6045,1710,2024-11-26,Despejado,21.00,9.10,0.00,8.30,Oeste
6046,1710,2024-11-27,Despejado,24.40,9.70,0.00,9.20,Oeste
6047,1710,2024-11-28,Despejado,27.30,11.80,0.00,8.40,Oeste
6048,1710,2024-11-29,Despejado,22.00,11.40,0.00,7.00,Oeste
6049,795,2024-11-26,Despejado,20.60,9.20,0.00,6.80,Oeste
6050,795,2024-11-27,Despejado,24.10,9.30,0.00,7.70,Oeste
6051,795,2024-11-28,Despejado,27.00,11.00,0.00,6.90,Oeste
6052,795,2024-11-29,Despejado,21.60,10.40,0.00,6.40,Oeste
6053,806,2024-11-26,Poco nuboso,27.80,18.20,0.00,8.60,Norte
6054,806,2024-11-27,Poco nuboso,27.90,18.00,0.00,5.40,Noreste
6055,806,2024-11-28,Despejado,29.60,18.40,0.00,5.90,Sur
6056,806,2024-11-29,Poco nuboso,29.10,19.20,0.00,5.50,Norte
6057,1886,2024-11-26,Despejado,29.80,16.80,0.00,6.00,Oeste
6058,1886,2024-11-27,Despejado,28.00,15.80,0.00,6.40,Suroeste
6059,1886,2024-11-28,Despejado,29.40,15.70,0.00,6.20,Sureste
6060,1886,2024-11-29,Poco nuboso,30.30,18.40,0.00,6.00,Suroeste
6061,1377,2024-11-26,Despejado,26.00,15.40,0.00,6.00,Suroeste
6062,1377,2024-11-27,Despejado,26.30,15.10,0.00,5.70,Suroeste
6063,1377,2024-11-28,Despejado,28.20,16.70,0.00,5.20,Suroeste
6064,1377,2024-11-29,Cielo nublado,21.20,15.10,0.00,4.60,Suroeste
6065,1207,2024-11-26,Despejado,26.40,15.90,0.00,6.10,Suroeste
6066,2181,2024-11-28,Poco nuboso,29.90,13.10,0.00,5.20,Noreste
6067,1207,2024-11-27,Despejado,26.40,15.50,0.00,5.60,Suroeste
6068,1207,2024-11-28,Despejado,28.00,16.90,0.00,5.50,Suroeste
6069,1207,2024-11-29,Cielo nublado,21.60,15.50,0.00,4.40,Norte
6070,1000,2024-11-26,Despejado,26.90,14.20,0.00,5.70,Oeste
6071,1000,2024-11-27,Despejado,26.30,13.70,0.00,6.30,Oeste
6072,1000,2024-11-28,Despejado,28.10,14.40,0.00,6.10,Oeste
6073,1000,2024-11-29,Despejado,27.90,16.20,0.00,5.40,Oeste
6074,1405,2024-11-26,Despejado,29.00,17.50,0.00,8.80,Oeste
6075,1405,2024-11-27,Despejado,28.20,17.30,0.00,6.70,Sur
6076,1405,2024-11-28,Despejado,29.80,17.30,0.00,7.40,Sureste
6077,1405,2024-11-29,Poco nuboso,29.60,19.40,0.00,11.30,Norte
6078,253,2024-11-26,Poco nuboso,27.50,16.50,0.00,4.90,Sur
6079,253,2024-11-27,Despejado,28.10,16.10,0.00,6.50,Sur
6080,253,2024-11-28,Despejado,28.80,15.80,0.00,5.40,Oeste
6081,253,2024-11-29,Cielo nublado,20.60,15.50,0.00,4.60,Noroeste
6082,805,2024-11-26,Medio nublado,27.00,11.20,0.00,11.70,Suroeste
6083,805,2024-11-27,Cielo nublado,24.20,8.90,0.00,18.60,Suroeste
6084,805,2024-11-28,Cielo nublado,20.80,6.60,0.00,8.00,Norte
6085,805,2024-11-29,Cielo nublado,20.10,6.80,0.00,7.10,Suroeste
6086,1014,2024-11-26,Poco nuboso,27.80,16.70,0.00,4.90,Sur
6087,1014,2024-11-27,Despejado,28.20,16.20,0.00,5.80,Sur
6088,1014,2024-11-28,Despejado,28.80,15.70,0.00,5.60,Oeste
6089,1014,2024-11-29,Cielo nublado,20.70,15.30,0.00,4.80,Noroeste
6090,1692,2024-11-26,Despejado,22.90,12.00,0.00,6.60,Suroeste
6091,1692,2024-11-27,Despejado,24.60,11.90,0.00,8.80,Suroeste
6092,1692,2024-11-28,Despejado,28.10,14.20,0.00,7.60,Oeste
6093,1692,2024-11-29,Medio nublado,21.40,13.50,0.00,6.80,Noroeste
6094,2020,2024-11-26,Poco nuboso,26.70,16.00,0.00,5.10,Sur
6095,2020,2024-11-27,Despejado,27.20,15.60,0.00,6.40,Sureste
6096,2020,2024-11-28,Despejado,28.60,16.00,0.00,6.00,Oeste
6097,2020,2024-11-29,Cielo nublado,20.00,15.10,0.00,6.10,Noroeste
6098,1109,2024-11-26,Poco nuboso,27.90,18.30,0.00,8.60,Norte
6099,1109,2024-11-27,Despejado,27.80,18.10,0.00,5.40,Noreste
6100,1109,2024-11-28,Despejado,29.50,18.30,0.00,5.90,Sur
6101,1109,2024-11-29,Poco nuboso,29.10,19.30,0.00,4.80,Norte
6102,1023,2024-11-26,Poco nuboso,28.90,17.60,0.00,6.50,Sur
6103,1023,2024-11-27,Despejado,28.40,17.40,0.00,9.80,Sureste
6104,1023,2024-11-28,Despejado,29.30,16.90,0.00,6.90,Oeste
6105,1023,2024-11-29,Cielo nublado,20.30,17.10,0.00,10.10,Noroeste
6106,2188,2024-11-26,Poco nuboso,27.40,19.20,0.00,7.20,Norte
6107,2188,2024-11-27,Despejado,27.70,18.90,0.00,5.50,Este
6108,2188,2024-11-28,Despejado,29.60,19.00,0.00,6.00,Noreste
6109,2188,2024-11-29,Medio nublado,27.00,21.10,0.00,12.30,Noroeste
6110,1693,2024-11-26,Despejado,20.90,9.40,0.00,6.80,Oeste
6111,1693,2024-11-27,Despejado,24.40,9.50,0.00,7.50,Oeste
6112,1693,2024-11-28,Despejado,27.40,11.20,0.00,7.00,Oeste
6113,1693,2024-11-29,Despejado,22.00,10.50,0.00,6.60,Oeste
6114,1067,2024-11-26,Poco nuboso,28.00,17.00,0.00,5.50,Sureste
6115,1067,2024-11-27,Despejado,28.00,16.80,0.00,8.50,Sureste
6116,1067,2024-11-28,Despejado,29.30,16.50,0.00,5.80,Norte
6117,1067,2024-11-29,Cielo nublado,20.00,16.10,0.00,6.80,Noroeste
6118,1970,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6119,1628,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6120,879,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6121,856,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6122,690,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6123,382,2024-11-26,Despejado,24.10,12.60,0.00,8.10,Oeste
6124,1970,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6125,1628,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6126,879,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6127,856,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6128,690,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6129,382,2024-11-27,Despejado,24.40,12.60,0.00,8.30,Oeste
6130,1970,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6131,1628,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6132,879,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6133,856,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6134,690,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6135,382,2024-11-28,Despejado,27.00,14.30,0.00,7.40,Noroeste
6136,1970,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6137,1628,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6138,879,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6139,856,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6140,690,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6141,382,2024-11-29,Poco nuboso,25.20,14.80,0.00,6.60,Noroeste
6142,798,2024-11-26,Poco nuboso,29.10,12.20,0.00,8.80,Sur
6143,714,2024-11-26,Poco nuboso,29.10,12.20,0.00,8.80,Sur
6144,798,2024-11-27,Cielo nublado,30.20,12.80,0.00,11.00,Oeste
6145,714,2024-11-27,Cielo nublado,30.20,12.80,0.00,11.00,Oeste
6146,798,2024-11-28,Cielo nublado,26.20,10.00,0.00,9.90,Noreste
6147,714,2024-11-28,Cielo nublado,26.20,10.00,0.00,9.90,Noreste
6148,798,2024-11-29,Cielo nublado,21.50,8.30,0.00,7.60,Sureste
6149,714,2024-11-29,Cielo nublado,21.50,8.30,0.00,7.60,Sureste
6150,2074,2024-11-26,Despejado,27.90,17.00,0.00,4.90,Suroeste
6151,2074,2024-11-27,Despejado,27.60,16.50,0.00,3.60,Suroeste
6152,2074,2024-11-28,Despejado,29.20,16.80,0.00,4.10,Oeste
6153,2074,2024-11-29,Cielo nublado,22.00,16.40,0.00,6.00,Suroeste
6154,1857,2024-11-26,Despejado,28.10,18.90,0.00,7.90,Sur
6155,1857,2024-11-27,Despejado,28.30,18.50,0.00,10.10,Sur
6156,1857,2024-11-28,Despejado,28.50,18.20,0.00,7.60,Oeste
6157,1857,2024-11-29,Cielo nublado,22.90,18.30,0.00,15.10,Oeste
6158,1430,2024-11-26,Poco nuboso,26.90,18.40,0.00,9.40,Norte
6159,1430,2024-11-27,Despejado,27.90,18.30,0.00,5.30,Este
6160,1430,2024-11-28,Despejado,29.60,18.30,0.00,6.20,Oeste
6161,1430,2024-11-29,Medio nublado,29.00,19.20,0.00,6.20,Oeste
6162,2141,2024-11-26,Despejado,22.10,10.30,0.00,7.60,Oeste
6163,2141,2024-11-27,Despejado,24.90,10.30,0.00,8.40,Oeste
6164,2141,2024-11-28,Despejado,27.90,12.50,0.00,8.00,Oeste
6165,2141,2024-11-29,Despejado,23.20,12.00,0.00,6.90,Oeste
6166,502,2024-11-26,Poco nuboso,21.80,9.60,0.00,7.30,Noreste
6167,502,2024-11-27,Despejado,26.20,10.30,0.00,7.90,Suroeste
6168,502,2024-11-28,Despejado,28.70,11.40,0.00,5.00,Suroeste
6169,502,2024-11-29,Medio nublado,18.50,10.20,0.00,5.50,Noreste
6170,1503,2024-11-26,Despejado,26.90,17.20,0.00,7.50,Noroeste
6171,1503,2024-11-27,Despejado,27.10,17.00,0.00,6.00,Este
6172,1503,2024-11-28,Despejado,28.60,17.50,0.00,7.60,Sureste
6173,1503,2024-11-29,Medio nublado,28.10,19.40,0.00,13.70,Noroeste
6174,404,2024-11-26,Despejado,29.00,17.90,0.00,7.10,Oeste
6175,404,2024-11-27,Despejado,28.90,17.50,0.00,6.50,Sur
6176,404,2024-11-28,Despejado,30.50,17.20,0.00,6.70,Noroeste
6177,404,2024-11-29,Despejado,29.70,18.90,0.00,11.10,Norte
6178,2379,2024-11-26,Medio nublado,25.90,6.70,0.00,10.40,Oeste
6179,2379,2024-11-27,Cielo nublado,23.30,4.70,0.00,17.50,Oeste
6180,2379,2024-11-28,Cielo nublado,21.90,4.40,0.00,12.90,Oeste
6181,2379,2024-11-29,Cielo nublado,21.30,5.90,0.00,13.90,Suroeste
6182,2095,2024-11-26,Poco nuboso,23.80,13.40,0.00,7.80,Suroeste
6183,2181,2024-11-29,Cielo nublado,18.80,10.90,0.00,4.80,Noreste
6184,2095,2024-11-27,Despejado,25.90,13.30,0.00,8.30,Suroeste
6185,2095,2024-11-28,Poco nuboso,28.50,15.80,0.00,7.10,Suroeste
6186,2095,2024-11-29,Cielo nublado,18.50,12.50,0.00,4.60,Noreste
6187,848,2024-11-26,Despejado,28.00,17.30,0.00,10.60,Noroeste
6188,848,2024-11-27,Despejado,28.10,17.20,0.00,6.60,Sureste
6189,848,2024-11-28,Despejado,29.30,17.50,0.00,7.60,Sureste
6190,848,2024-11-29,Medio nublado,28.40,19.00,0.00,17.90,Noroeste
6191,384,2024-11-26,Medio nublado,27.60,16.80,0.00,5.40,Sureste
6192,384,2024-11-27,Despejado,27.70,16.50,0.00,9.20,Sureste
6193,384,2024-11-28,Despejado,29.20,16.30,0.00,5.20,Noroeste
6194,384,2024-11-29,Cielo nublado,20.00,15.20,0.00,5.80,Noroeste
6195,1747,2024-11-26,Despejado,19.00,6.80,0.00,6.40,Este
6196,1747,2024-11-27,Despejado,23.20,8.00,0.00,7.70,Oeste
6197,1747,2024-11-28,Despejado,25.40,9.00,0.00,5.70,Oeste
6198,1747,2024-11-29,Despejado,19.70,8.60,0.00,6.30,Este
6199,2337,2024-11-26,Despejado,21.90,10.10,0.00,7.20,Oeste
6200,2337,2024-11-27,Despejado,25.00,10.10,0.00,8.00,Oeste
6201,2337,2024-11-28,Despejado,28.10,12.10,0.00,7.60,Oeste
6202,2337,2024-11-29,Despejado,23.10,11.50,0.00,6.90,Oeste
6203,2439,2024-11-26,Despejado,18.80,7.70,0.00,6.70,Este
6204,2439,2024-11-27,Despejado,23.00,8.00,0.00,6.80,Oeste
6205,2439,2024-11-28,Despejado,25.50,9.20,0.00,5.60,Norte
6206,2439,2024-11-29,Despejado,19.80,8.70,0.00,5.70,Este
6207,2081,2024-11-26,Poco nuboso,26.90,18.90,0.00,7.80,Norte
6208,2081,2024-11-27,Poco nuboso,27.70,18.70,0.00,5.50,Este
6209,2081,2024-11-28,Despejado,29.50,18.90,0.00,6.00,Sur
6210,2081,2024-11-29,Poco nuboso,28.20,20.50,0.00,13.50,Noroeste
6211,823,2024-11-26,Poco nuboso,26.40,15.50,0.00,5.50,Suroeste
6212,823,2024-11-27,Despejado,26.70,15.20,0.00,5.50,Suroeste
6213,823,2024-11-28,Despejado,28.50,16.00,0.00,5.70,Oeste
6214,823,2024-11-29,Cielo nublado,20.80,15.20,0.00,5.50,Norte
6215,1307,2024-11-26,Despejado,29.40,17.60,0.00,7.60,Norte
6216,1307,2024-11-27,Despejado,28.60,17.40,0.00,6.10,Sur
6217,1307,2024-11-28,Despejado,30.10,17.40,0.00,7.00,Sureste
6218,1307,2024-11-29,Poco nuboso,29.80,19.20,0.00,10.70,Norte
6219,1239,2024-11-26,Despejado,20.80,8.90,0.00,6.20,Oeste
6220,1239,2024-11-27,Despejado,24.30,8.90,0.00,7.50,Oeste
