id_clima,id_municipio,fecha,cielo,t_max,t_min,prob_prec,velocidad_viento,direccion_viento
2251,2277,2024-11-28,Despejado,25.00,9.20,0.00,5.50,Noreste
2252,2277,2024-11-29,Despejado,24.90,9.70,0.00,5.10,Noreste
2253,2326,2024-11-26,Despejado,24.90,9.20,0.00,4.00,Norte
2254,2326,2024-11-27,Despejado,24.80,9.00,0.00,2.50,Noreste
2255,2326,2024-11-28,Despejado,26.10,10.90,0.00,2.50,Noreste
2256,2326,2024-11-29,Despejado,25.80,11.50,0.00,2.40,Noreste
2257,2198,2024-11-26,Despejado,24.50,6.80,0.00,7.20,Norte
2258,2198,2024-11-27,Despejado,24.90,6.70,0.00,4.80,Noroeste
2259,2198,2024-11-28,Despejado,26.70,9.60,0.00,5.00,Noroeste
2260,2198,2024-11-29,Despejado,25.50,9.20,0.00,6.50,Norte
2261,1758,2024-11-26,Despejado,22.60,6.90,0.00,4.90,Este
2262,1758,2024-11-27,Despejado,24.80,6.70,0.00,2.00,Noroeste
2263,1758,2024-11-28,Despejado,27.90,10.10,0.00,4.00,Noreste
2264,1758,2024-11-29,Despejado,23.80,9.60,0.00,5.30,Este
2265,816,2024-11-26,Poco nuboso,26.30,17.40,0.00,3.90,Sureste
2266,816,2024-11-27,Poco nuboso,26.40,17.40,0.00,4.40,Sur
2267,816,2024-11-28,Despejado,29.00,18.90,0.00,5.40,Norte
2268,816,2024-11-29,Medio nublado,26.80,19.20,0.00,4.30,Sur
2269,1064,2024-11-26,Despejado,29.00,24.00,0.00,51.10,Norte
2270,1064,2024-11-27,Despejado,29.70,22.70,0.00,23.40,Norte
2271,1064,2024-11-28,Despejado,27.60,22.50,0.00,11.50,Norte
2272,1064,2024-11-29,Despejado,30.20,22.70,0.00,44.10,Norte
2273,935,2024-11-26,Despejado,26.90,10.00,0.00,4.90,Sureste
2274,935,2024-11-27,Despejado,27.20,9.50,0.00,4.60,Sur
2275,935,2024-11-28,Despejado,28.40,11.10,0.00,4.40,Sur
2276,935,2024-11-29,Despejado,28.80,12.20,0.00,4.20,Sureste
2277,1542,2024-11-26,Despejado,21.60,6.50,0.00,8.80,Norte
2278,1542,2024-11-27,Despejado,22.70,6.50,0.00,5.90,Noroeste
2279,1542,2024-11-28,Despejado,24.20,9.20,0.00,6.10,Norte
2280,1542,2024-11-29,Despejado,22.90,8.50,0.00,6.70,Norte
2281,2191,2024-11-26,Despejado,26.60,13.70,0.00,10.50,Norte
2282,2191,2024-11-27,Despejado,26.70,14.30,0.00,9.30,Norte
2283,2191,2024-11-28,Despejado,27.50,15.70,0.00,9.00,Norte
2284,2191,2024-11-29,Despejado,27.00,15.40,0.00,9.30,Norte
2285,1673,2024-11-26,Despejado,23.40,10.10,0.00,6.70,Noreste
2286,1673,2024-11-27,Despejado,24.60,10.30,0.00,3.90,Noreste
2287,1673,2024-11-28,Despejado,25.90,12.50,0.00,5.20,Noreste
2288,1673,2024-11-29,Despejado,24.50,11.50,0.00,5.10,Noreste
2289,2330,2024-11-26,Despejado,22.60,6.70,0.00,10.30,Norte
2290,2330,2024-11-27,Despejado,23.60,6.70,0.00,4.30,Norte
2291,2330,2024-11-28,Despejado,24.90,9.70,0.00,5.00,Norte
2292,2330,2024-11-29,Despejado,24.40,9.10,0.00,8.10,Norte
2293,2320,2024-11-26,Medio nublado,24.60,16.40,0.00,11.20,Norte
2294,2320,2024-11-27,Despejado,27.90,15.60,0.00,4.80,Norte
2295,2320,2024-11-28,Despejado,30.10,15.00,0.00,4.40,Sur
2296,2320,2024-11-29,Cielo nublado,22.40,15.40,0.00,7.60,Norte
2297,686,2024-11-26,Despejado,20.70,5.30,0.00,7.90,Norte
2298,686,2024-11-27,Despejado,22.80,5.40,0.00,5.20,Noroeste
2299,686,2024-11-28,Despejado,24.10,8.10,0.00,5.20,Norte
2300,686,2024-11-29,Despejado,22.20,7.40,0.00,6.70,Noreste
2301,976,2024-11-26,Despejado,26.70,9.70,0.00,5.20,Sureste
2302,976,2024-11-27,Despejado,27.00,9.40,0.00,4.90,Sur
2303,976,2024-11-28,Despejado,28.20,11.30,0.00,4.80,Sur
2304,976,2024-11-29,Despejado,28.60,12.30,0.00,4.50,Sureste
2305,364,2024-11-26,Despejado,20.60,5.20,0.00,6.80,Este
2306,364,2024-11-27,Despejado,23.90,5.60,0.00,5.30,Sur
2307,364,2024-11-28,Despejado,26.40,8.10,0.00,5.20,Este
2308,364,2024-11-29,Despejado,22.00,7.00,0.00,6.70,Este
2309,1745,2024-11-26,Despejado,27.90,10.10,0.00,8.90,Este
2310,1745,2024-11-27,Despejado,26.70,9.80,0.00,4.60,Sureste
2311,1745,2024-11-28,Despejado,27.70,11.80,0.00,4.70,Sureste
2312,1745,2024-11-29,Despejado,29.30,12.70,0.00,6.90,Este
2313,966,2024-11-26,Despejado,24.40,9.60,0.00,9.70,Noreste
2314,966,2024-11-27,Despejado,25.70,9.50,0.00,5.40,Noreste
2315,966,2024-11-28,Despejado,26.90,12.40,0.00,6.20,Noreste
2316,966,2024-11-29,Despejado,26.00,11.60,0.00,7.10,Noreste
2317,371,2024-11-26,Despejado,18.50,4.80,0.00,6.60,Noreste
2318,371,2024-11-27,Despejado,22.60,4.70,0.00,5.20,Noreste
2319,371,2024-11-28,Despejado,25.10,8.20,0.00,4.50,Noreste
2320,371,2024-11-29,Despejado,20.10,6.40,0.00,6.30,Noreste
2321,1345,2024-11-26,Despejado,27.40,18.50,0.00,21.40,Norte
2322,1345,2024-11-27,Despejado,29.20,18.10,0.00,10.20,Norte
2323,1345,2024-11-28,Despejado,31.70,18.00,0.00,8.10,Sur
2324,1345,2024-11-29,Poco nuboso,27.30,19.80,0.00,19.60,Norte
2325,671,2024-11-26,Medio nublado,23.40,12.90,0.00,5.30,Noreste
2326,671,2024-11-27,Despejado,25.00,12.90,0.00,3.40,Norte
2327,671,2024-11-28,Despejado,27.20,14.30,0.00,2.50,Sureste
2328,671,2024-11-29,Poco nuboso,24.10,11.70,0.00,5.10,Norte
2329,993,2024-11-26,Despejado,28.10,16.90,0.00,9.10,Norte
2330,993,2024-11-27,Despejado,28.20,17.30,0.00,8.30,Noroeste
2331,993,2024-11-28,Despejado,28.70,18.10,0.00,8.00,Norte
2332,993,2024-11-29,Despejado,28.60,18.20,0.00,8.40,Norte
2333,1456,2024-11-26,Despejado,22.80,8.30,0.00,8.00,Norte
2334,1456,2024-11-27,Despejado,22.90,8.20,0.00,5.40,Norte
2335,1456,2024-11-28,Despejado,24.20,10.50,0.00,6.00,Norte
2336,1456,2024-11-29,Despejado,23.70,10.20,0.00,5.80,Norte
2337,1177,2024-11-26,Despejado,19.80,5.50,0.00,5.10,Noreste
2338,1177,2024-11-27,Despejado,23.00,5.50,0.00,4.70,Suroeste
2339,1177,2024-11-28,Despejado,25.70,8.80,0.00,3.70,Noreste
2340,1177,2024-11-29,Despejado,21.20,7.50,0.00,5.30,Noreste
2341,245,2024-11-26,Despejado,29.60,13.20,0.00,7.70,Noreste
2342,245,2024-11-27,Despejado,28.70,12.90,0.00,7.60,Noreste
2343,245,2024-11-28,Despejado,29.20,14.50,0.00,6.90,Noreste
2344,245,2024-11-29,Despejado,28.90,15.30,0.00,6.90,Noreste
2345,1539,2024-11-26,Despejado,21.60,5.80,0.00,6.90,Norte
2346,1539,2024-11-27,Despejado,24.20,6.10,0.00,2.40,Oeste
2347,1539,2024-11-28,Despejado,25.60,9.00,0.00,3.10,Oeste
2348,1539,2024-11-29,Despejado,23.40,7.80,0.00,6.40,Noreste
2349,2037,2024-11-26,Despejado,22.90,6.10,0.00,10.70,Noreste
2350,2037,2024-11-27,Despejado,24.10,6.20,0.00,4.80,Noreste
2351,2037,2024-11-28,Despejado,25.50,9.20,0.00,5.40,Noreste
2352,2037,2024-11-29,Despejado,24.90,8.90,0.00,9.50,Noreste
2353,2092,2024-11-26,Despejado,24.70,10.50,0.00,6.80,Noroeste
2354,2092,2024-11-27,Despejado,26.60,10.30,0.00,6.10,Suroeste
2355,2092,2024-11-28,Despejado,31.80,12.30,0.00,5.10,Suroeste
2356,2092,2024-11-29,Poco nuboso,25.70,12.40,0.00,7.00,Norte
2357,2397,2024-11-26,Poco nuboso,26.50,18.20,0.00,6.70,Noreste
2358,1562,2024-11-26,Poco nuboso,26.50,18.20,0.00,6.70,Noreste
2359,1492,2024-11-26,Poco nuboso,26.50,18.20,0.00,6.70,Noreste
2360,1092,2024-11-26,Poco nuboso,26.50,18.20,0.00,6.70,Noreste
2361,163,2024-11-26,Poco nuboso,26.50,18.20,0.00,6.70,Noreste
2362,2397,2024-11-27,Despejado,26.60,18.10,0.00,4.30,Noreste
2363,1562,2024-11-27,Despejado,26.60,18.10,0.00,4.30,Noreste
2364,1492,2024-11-27,Despejado,26.60,18.10,0.00,4.30,Noreste
2365,1092,2024-11-27,Despejado,26.60,18.10,0.00,4.30,Noreste
2366,163,2024-11-27,Despejado,26.60,18.10,0.00,4.30,Noreste
2367,2397,2024-11-28,Despejado,29.50,19.20,0.00,6.00,Noreste
2368,1562,2024-11-28,Despejado,29.50,19.20,0.00,6.00,Noreste
2369,1492,2024-11-28,Despejado,29.50,19.20,0.00,6.00,Noreste
2370,1092,2024-11-28,Despejado,29.50,19.20,0.00,6.00,Noreste
2371,163,2024-11-28,Despejado,29.50,19.20,0.00,6.00,Noreste
2372,2397,2024-11-29,Medio nublado,26.60,20.50,0.00,5.00,Oeste
2373,1562,2024-11-29,Medio nublado,26.60,20.50,0.00,5.00,Oeste
2374,1492,2024-11-29,Medio nublado,26.60,20.50,0.00,5.00,Oeste
2375,1092,2024-11-29,Medio nublado,26.60,20.50,0.00,5.00,Oeste
2376,163,2024-11-29,Medio nublado,26.60,20.50,0.00,5.00,Oeste
2377,343,2024-11-26,Despejado,24.70,8.00,0.00,8.70,Noreste
2378,343,2024-11-27,Despejado,25.90,7.80,0.00,5.70,Norte
2379,343,2024-11-28,Despejado,26.80,11.00,0.00,6.20,Norte
2380,343,2024-11-29,Despejado,26.40,10.10,0.00,6.70,Noreste
2381,1956,2024-11-26,Despejado,28.20,17.60,0.00,4.30,Oeste
2382,1956,2024-11-27,Despejado,26.30,17.20,0.00,4.30,Suroeste
2383,1956,2024-11-28,Despejado,27.70,17.00,0.00,4.80,Oeste
2384,1956,2024-11-29,Poco nuboso,28.40,19.60,0.00,4.90,Sureste
2385,970,2024-11-26,Despejado,24.60,11.00,0.00,6.70,Norte
2386,970,2024-11-27,Despejado,25.40,11.30,0.00,5.40,Norte
2387,970,2024-11-28,Despejado,26.60,13.40,0.00,6.20,Noreste
2388,970,2024-11-29,Despejado,25.40,12.70,0.00,5.70,Norte
2389,1229,2024-11-26,Despejado,21.00,6.70,0.00,7.10,Suroeste
2390,1229,2024-11-27,Despejado,24.10,7.00,0.00,7.80,Suroeste
2391,1229,2024-11-28,Despejado,27.90,9.50,0.00,6.60,Suroeste
2392,1229,2024-11-29,Despejado,21.80,9.10,0.00,5.80,Suroeste
2393,1026,2024-11-26,Despejado,29.90,13.40,0.00,13.40,Norte
2394,1026,2024-11-27,Despejado,31.80,14.00,0.00,7.30,Oeste
2395,1026,2024-11-28,Despejado,31.10,16.40,0.00,6.70,Sureste
2396,1026,2024-11-29,Despejado,31.40,16.20,0.00,10.90,Noroeste
2397,1553,2024-11-26,Despejado,18.80,5.40,0.00,7.90,Este
2398,1553,2024-11-27,Despejado,23.00,5.50,0.00,5.10,Noreste
2399,1553,2024-11-28,Despejado,25.30,8.70,0.00,4.80,Noreste
2400,1553,2024-11-29,Despejado,20.30,7.00,0.00,8.20,Este
2401,1653,2024-11-26,Despejado,24.10,7.60,0.00,7.40,Norte
2402,1653,2024-11-27,Despejado,25.20,7.40,0.00,4.60,Noroeste
2403,1653,2024-11-28,Despejado,26.90,10.40,0.00,4.00,Norte
2404,1653,2024-11-29,Despejado,25.30,9.70,0.00,6.60,Norte
2405,514,2024-11-26,Despejado,32.00,19.10,0.00,6.00,Noreste
2406,514,2024-11-27,Despejado,31.20,18.40,0.00,6.70,Noreste
2407,514,2024-11-28,Despejado,31.30,18.50,0.00,6.70,Noreste
2408,514,2024-11-29,Despejado,31.90,20.00,0.00,5.90,Noreste
2409,874,2024-11-26,Poco nuboso,22.10,10.70,0.00,5.80,Noreste
2410,874,2024-11-27,Despejado,23.60,11.20,0.00,3.20,Sureste
2411,874,2024-11-28,Despejado,25.50,12.90,0.00,3.40,Este
2412,874,2024-11-29,Despejado,23.60,9.50,0.00,5.50,Norte
2413,2457,2024-11-26,Despejado,24.50,7.90,0.00,6.10,Este
2414,2457,2024-11-27,Despejado,24.40,7.80,0.00,4.60,Sureste
2415,2457,2024-11-28,Despejado,25.60,9.80,0.00,4.20,Este
2416,2457,2024-11-29,Despejado,25.50,10.60,0.00,5.00,Este
2417,1708,2024-11-26,Despejado,24.00,7.70,0.00,9.00,Noreste
2418,1648,2024-11-26,Despejado,24.00,7.70,0.00,9.00,Noreste
2419,1708,2024-11-27,Despejado,25.50,7.50,0.00,4.30,Norte
2420,1648,2024-11-27,Despejado,25.50,7.50,0.00,4.30,Norte
2421,1708,2024-11-28,Despejado,26.90,10.40,0.00,4.90,Noreste
2422,1648,2024-11-28,Despejado,26.90,10.40,0.00,4.90,Noreste
2423,1708,2024-11-29,Despejado,25.90,10.10,0.00,7.50,Noreste
2424,1648,2024-11-29,Despejado,25.90,10.10,0.00,7.50,Noreste
2425,1750,2024-11-26,Despejado,24.80,9.20,0.00,10.40,Noreste
2426,1750,2024-11-27,Despejado,26.00,9.00,0.00,5.90,Norte
2427,1750,2024-11-28,Despejado,27.10,12.10,0.00,6.40,Noreste
2428,1750,2024-11-29,Despejado,26.70,11.40,0.00,7.60,Noreste
2429,1594,2024-11-26,Despejado,22.70,5.90,0.00,6.80,Norte
2430,1594,2024-11-27,Despejado,24.40,6.00,0.00,3.20,Oeste
2431,1594,2024-11-28,Despejado,26.00,8.90,0.00,3.30,Norte
2432,1594,2024-11-29,Despejado,24.20,8.00,0.00,5.30,Norte
2433,2157,2024-11-26,Despejado,21.10,4.50,0.00,8.30,Norte
2434,2157,2024-11-27,Despejado,24.10,4.60,0.00,3.20,Sur
2435,2157,2024-11-28,Despejado,25.90,8.00,0.00,3.90,Noreste
2436,2157,2024-11-29,Despejado,22.80,6.60,0.00,7.70,Norte
2437,2273,2024-11-26,Cielo nublado,28.40,15.40,0.00,10.10,Oeste
2438,2273,2024-11-27,Cielo nublado,26.70,15.30,0.00,15.00,Oeste
2439,2273,2024-11-28,Cielo nublado,24.10,12.60,0.00,8.20,Noroeste
2440,2273,2024-11-29,Cielo nublado,22.70,11.60,0.00,5.20,Noroeste
2441,1624,2024-11-26,Poco nuboso,27.60,18.50,0.00,4.40,Norte
2442,1624,2024-11-27,Despejado,28.30,18.50,0.00,9.00,Este
2443,1624,2024-11-28,Despejado,30.40,18.40,0.00,13.60,Este
2444,1624,2024-11-29,Despejado,29.90,20.10,0.00,4.40,Oeste
2445,289,2024-11-26,Despejado,19.80,5.80,0.00,6.70,Sur
2446,289,2024-11-27,Despejado,23.70,6.40,0.00,8.00,Suroeste
2447,289,2024-11-28,Despejado,26.80,8.30,0.00,5.90,Sur
2448,289,2024-11-29,Despejado,20.80,7.60,0.00,6.40,Noreste
2449,1896,2024-11-26,Despejado,21.80,7.50,0.00,11.50,Norte
2450,1896,2024-11-27,Despejado,23.00,7.50,0.00,7.70,Noroeste
2451,1896,2024-11-28,Despejado,24.30,10.30,0.00,8.20,Noroeste
2452,1896,2024-11-29,Despejado,23.50,9.30,0.00,8.50,Norte
2453,1929,2024-11-26,Despejado,22.80,7.40,0.00,9.30,Norte
2454,1929,2024-11-27,Despejado,24.90,7.30,0.00,5.40,Noroeste
2455,1929,2024-11-28,Despejado,26.60,10.30,0.00,6.80,Norte
2456,1929,2024-11-29,Despejado,24.20,9.50,0.00,8.50,Norte
2457,1326,2024-11-26,Despejado,32.00,16.40,0.00,5.50,Noreste
2458,1326,2024-11-27,Despejado,30.90,15.80,0.00,5.60,Noreste
2459,1326,2024-11-28,Despejado,30.90,16.60,0.00,5.10,Noreste
2460,1326,2024-11-29,Despejado,31.30,17.70,0.00,5.30,Noreste
2461,493,2024-11-26,Despejado,31.30,17.40,0.00,5.80,Noreste
2462,493,2024-11-27,Despejado,30.20,16.90,0.00,6.00,Noreste
2463,493,2024-11-28,Despejado,30.20,17.40,0.00,5.70,Noreste
2464,493,2024-11-29,Despejado,31.10,18.80,0.00,5.70,Noreste
2465,2345,2024-11-26,Despejado,18.90,4.50,0.00,7.50,Norte
2466,2345,2024-11-27,Despejado,22.90,4.40,0.00,4.90,Noreste
2467,2345,2024-11-28,Despejado,25.60,8.10,0.00,4.30,Norte
2468,2345,2024-11-29,Despejado,20.50,6.30,0.00,6.90,Norte
2469,1834,2024-11-26,Despejado,31.00,19.30,0.00,7.20,Noreste
2470,1834,2024-11-27,Despejado,30.00,19.70,0.00,5.90,Noreste
2471,1834,2024-11-28,Despejado,29.00,19.50,0.00,6.60,Norte
2472,1834,2024-11-29,Despejado,29.60,19.40,0.00,6.80,Noreste
2473,947,2024-11-26,Despejado,26.10,12.10,0.00,8.60,Norte
2474,947,2024-11-27,Despejado,26.30,12.60,0.00,7.60,Norte
2475,947,2024-11-28,Despejado,27.40,14.30,0.00,7.60,Norte
2476,947,2024-11-29,Despejado,26.50,14.10,0.00,7.60,Norte
2477,1482,2024-11-26,Despejado,32.60,17.20,0.00,9.70,Norte
2478,1482,2024-11-27,Despejado,30.80,18.00,0.00,7.10,Norte
2479,1482,2024-11-28,Despejado,29.10,19.70,0.00,6.70,Norte
2480,1482,2024-11-29,Despejado,31.90,19.60,0.00,6.90,Norte
2481,1111,2024-11-26,Despejado,26.80,15.90,0.00,5.60,Suroeste
2482,1111,2024-11-27,Despejado,25.60,15.50,0.00,5.40,Suroeste
2483,1111,2024-11-28,Despejado,27.00,16.10,0.00,5.20,Suroeste
2484,1111,2024-11-29,Poco nuboso,27.10,18.20,0.00,5.20,Este
2485,454,2024-11-26,Despejado,23.10,5.70,0.00,7.40,Norte
2486,454,2024-11-27,Despejado,24.40,5.70,0.00,2.80,Noroeste
2487,454,2024-11-28,Despejado,26.10,8.70,0.00,3.70,Norte
2488,454,2024-11-29,Despejado,24.50,7.80,0.00,5.50,Norte
2489,13,2024-11-26,Despejado,21.40,6.10,0.00,4.70,Noreste
2490,13,2024-11-27,Despejado,23.90,5.90,0.00,4.40,Suroeste
2491,13,2024-11-28,Despejado,26.80,9.40,0.00,3.00,Noreste
2492,13,2024-11-29,Despejado,22.70,8.40,0.00,4.60,Noreste
2493,1250,2024-11-26,Despejado,31.70,18.20,0.00,5.80,Noreste
2494,1250,2024-11-27,Despejado,30.70,17.60,0.00,6.30,Noreste
2495,1250,2024-11-28,Despejado,30.70,17.90,0.00,6.10,Noreste
2496,1250,2024-11-29,Despejado,31.50,19.40,0.00,5.80,Noreste
2497,953,2024-11-26,Despejado,21.20,6.20,0.00,4.70,Noreste
2498,953,2024-11-27,Despejado,23.70,6.00,0.00,4.00,Suroeste
2499,953,2024-11-28,Despejado,26.50,9.40,0.00,3.20,Sureste
2500,953,2024-11-29,Despejado,22.50,8.50,0.00,4.90,Noreste
2501,824,2024-11-26,Despejado,26.70,9.60,0.00,7.20,Noreste
2502,824,2024-11-27,Despejado,27.00,9.50,0.00,6.40,Noreste
2503,824,2024-11-28,Despejado,27.70,12.10,0.00,6.20,Noreste
2504,824,2024-11-29,Despejado,27.90,11.90,0.00,5.70,Noreste
2505,2236,2024-11-26,Poco nuboso,21.90,11.00,0.00,10.00,Noreste
2506,2236,2024-11-27,Despejado,23.60,11.40,0.00,7.10,Norte
2507,2236,2024-11-28,Despejado,25.70,11.40,0.00,4.70,Norte
2508,2236,2024-11-29,Despejado,24.30,9.60,0.00,9.40,Noreste
2509,1736,2024-11-26,Despejado,22.70,9.00,0.00,4.80,Noreste
2510,1736,2024-11-27,Despejado,24.50,8.90,0.00,5.00,Suroeste
2511,1736,2024-11-28,Despejado,26.90,11.60,0.00,4.00,Sureste
2512,1736,2024-11-29,Despejado,24.20,10.50,0.00,4.80,Noreste
2513,1569,2024-11-26,Despejado,21.30,5.90,0.00,7.70,Noreste
2514,1569,2024-11-27,Despejado,23.60,5.80,0.00,1.90,Noroeste
2515,1569,2024-11-28,Despejado,24.60,7.90,0.00,3.50,Noroeste
2516,1569,2024-11-29,Despejado,23.40,7.90,0.00,6.30,Este
2517,1967,2024-11-26,Despejado,30.70,17.80,0.00,7.90,Norte
2518,1967,2024-11-27,Despejado,30.40,17.50,0.00,7.70,Norte
2519,1967,2024-11-28,Despejado,31.40,18.30,0.00,7.90,Norte
2520,1967,2024-11-29,Despejado,30.30,19.40,0.00,7.10,Norte
2521,1291,2024-11-26,Despejado,20.40,7.60,0.00,5.60,Norte
2522,1291,2024-11-27,Despejado,22.50,8.00,0.00,2.20,Sur
2523,1291,2024-11-28,Despejado,24.20,10.00,0.00,2.90,Este
2524,1291,2024-11-29,Despejado,22.00,8.70,0.00,5.60,Norte
2525,2225,2024-11-26,Despejado,20.50,6.70,0.00,11.00,Este
2526,2225,2024-11-27,Despejado,24.60,6.80,0.00,3.00,Norte
2527,2225,2024-11-28,Despejado,26.00,8.90,0.00,4.90,Este
2528,2225,2024-11-29,Despejado,22.40,8.30,0.00,10.90,Este
2529,1832,2024-11-26,Despejado,30.90,19.90,0.00,7.30,Norte
2530,1832,2024-11-27,Despejado,31.10,19.50,0.00,6.80,Norte
2531,1832,2024-11-28,Despejado,31.30,19.60,0.00,8.40,Norte
2532,1832,2024-11-29,Despejado,31.00,20.70,0.00,7.00,Norte
2533,1446,2024-11-26,Despejado,25.60,9.20,0.00,9.00,Norte
2534,1446,2024-11-27,Despejado,28.40,9.50,0.00,5.60,Noroeste
2535,1446,2024-11-28,Despejado,30.80,12.10,0.00,6.30,Norte
2536,1446,2024-11-29,Despejado,27.00,12.10,0.00,8.40,Norte
2537,1963,2024-11-26,Poco nuboso,22.60,10.60,0.00,6.50,Noreste
2538,1963,2024-11-27,Despejado,23.50,12.20,0.00,3.90,Sureste
2539,1963,2024-11-28,Despejado,24.20,12.00,0.00,3.70,Este
2540,1963,2024-11-29,Despejado,23.50,10.00,0.00,5.80,Norte
2541,234,2024-11-26,Despejado,22.40,6.80,0.00,5.60,Noreste
2542,234,2024-11-27,Despejado,25.40,6.70,0.00,6.10,Suroeste
2543,234,2024-11-28,Despejado,28.20,9.90,0.00,4.00,Sur
2544,234,2024-11-29,Poco nuboso,23.30,10.10,0.00,5.10,Noreste
2545,145,2024-11-26,Despejado,30.80,19.20,0.00,15.90,Norte
2546,145,2024-11-27,Despejado,31.80,19.50,0.00,5.20,Noreste
2547,145,2024-11-28,Despejado,30.10,19.60,0.00,6.50,Norte
2548,145,2024-11-29,Despejado,31.20,19.60,0.00,12.10,Norte
2549,239,2024-11-26,Despejado,24.40,8.10,0.00,7.10,Noreste
2550,239,2024-11-27,Despejado,26.10,7.80,0.00,4.30,Noroeste
2551,239,2024-11-28,Despejado,27.70,11.00,0.00,3.80,Noreste
2552,239,2024-11-29,Despejado,25.70,10.20,0.00,6.60,Noreste
2553,1342,2024-11-26,Despejado,22.70,6.30,0.00,10.60,Noreste
2554,1342,2024-11-27,Despejado,23.90,6.30,0.00,4.30,Noreste
2555,1342,2024-11-28,Despejado,25.20,9.30,0.00,5.10,Noreste
2556,1342,2024-11-29,Despejado,24.60,8.90,0.00,9.00,Noreste
2557,1368,2024-11-26,Despejado,22.40,7.90,0.00,5.90,Suroeste
2558,1368,2024-11-27,Despejado,25.10,7.60,0.00,7.20,Suroeste
2559,1368,2024-11-28,Despejado,27.70,10.30,0.00,4.20,Suroeste
2560,1368,2024-11-29,Despejado,23.10,11.10,0.00,5.40,Noreste
2561,1812,2024-11-26,Despejado,25.00,9.40,0.00,7.00,Noreste
2562,1812,2024-11-27,Despejado,26.90,9.10,0.00,4.20,Oeste
2563,1812,2024-11-28,Despejado,29.30,12.40,0.00,4.30,Norte
2564,1812,2024-11-29,Despejado,26.50,11.50,0.00,6.70,Norte
2565,2113,2024-11-26,Despejado,30.90,18.40,0.00,7.40,Norte
2566,2113,2024-11-27,Despejado,30.90,17.90,0.00,8.40,Norte
2567,2113,2024-11-28,Despejado,31.30,18.70,0.00,9.20,Norte
2568,2113,2024-11-29,Despejado,30.70,19.90,0.00,6.70,Norte
2569,1646,2024-11-26,Despejado,20.50,6.40,0.00,6.20,Suroeste
2570,1646,2024-11-27,Despejado,24.00,6.90,0.00,7.50,Suroeste
2571,1646,2024-11-28,Despejado,27.40,9.10,0.00,5.50,Suroeste
2572,1646,2024-11-29,Despejado,21.30,8.60,0.00,5.10,Noreste
2573,1530,2024-11-26,Despejado,29.50,22.50,0.00,5.10,Noreste
2574,46,2024-11-26,Despejado,29.50,22.50,0.00,5.10,Noreste
2575,1530,2024-11-27,Despejado,29.80,22.80,0.00,5.80,Norte
2576,46,2024-11-27,Despejado,29.80,22.80,0.00,5.80,Norte
2577,1530,2024-11-28,Despejado,29.50,22.70,0.00,10.70,Noroeste
2578,46,2024-11-28,Despejado,29.50,22.70,0.00,10.70,Noroeste
2579,1530,2024-11-29,Despejado,29.40,22.40,0.00,7.60,Noreste
2580,46,2024-11-29,Despejado,29.40,22.40,0.00,7.60,Noreste
2581,2431,2024-11-26,Despejado,20.60,6.40,0.00,6.70,Sur
2582,2431,2024-11-27,Despejado,24.10,6.70,0.00,7.90,Suroeste
2583,2431,2024-11-28,Despejado,27.30,9.00,0.00,5.90,Sur
2584,2431,2024-11-29,Despejado,21.50,8.40,0.00,6.00,Noreste
2585,1146,2024-11-26,Despejado,21.30,6.80,0.00,9.70,Noroeste
2586,1146,2024-11-27,Despejado,25.00,7.40,0.00,6.10,Oeste
2587,1146,2024-11-28,Despejado,27.40,10.10,0.00,6.50,Noroeste
2588,1146,2024-11-29,Despejado,22.70,9.40,0.00,9.20,Norte
2589,844,2024-11-26,Despejado,19.80,5.30,0.00,8.50,Noreste
2590,844,2024-11-27,Despejado,23.50,5.20,0.00,3.10,Noreste
2591,844,2024-11-28,Despejado,24.50,7.40,0.00,4.30,Noreste
2592,844,2024-11-29,Despejado,22.00,6.90,0.00,7.90,Este
2593,1538,2024-11-26,Despejado,24.10,8.60,0.00,12.10,Este
2594,1538,2024-11-27,Despejado,26.10,8.60,0.00,5.00,Sureste
2595,1538,2024-11-28,Despejado,26.70,10.60,0.00,6.40,Este
2596,1538,2024-11-29,Despejado,26.20,10.20,0.00,11.40,Este
2597,1792,2024-11-26,Despejado,25.60,10.00,0.00,9.30,Noreste
2598,1792,2024-11-27,Despejado,26.60,9.80,0.00,6.20,Norte
2599,1792,2024-11-28,Despejado,27.60,12.70,0.00,6.60,Noreste
2600,1792,2024-11-29,Despejado,27.20,12.20,0.00,6.50,Noreste
2601,1811,2024-11-26,Despejado,32.70,18.40,0.00,5.80,Noreste
2602,1811,2024-11-27,Despejado,31.50,17.70,0.00,6.20,Noreste
2603,1811,2024-11-28,Despejado,31.60,17.90,0.00,5.90,Noreste
2604,1811,2024-11-29,Despejado,32.30,19.30,0.00,5.60,Noreste
2605,2068,2024-11-26,Despejado,29.70,19.80,0.00,5.70,Noreste
2606,2068,2024-11-27,Despejado,30.00,20.70,0.00,5.70,Norte
2607,2068,2024-11-28,Despejado,29.30,20.40,0.00,7.40,Norte
2608,2068,2024-11-29,Despejado,29.10,19.90,0.00,6.50,Noreste
2609,1965,2024-11-26,Despejado,22.50,9.20,0.00,7.60,Noreste
2610,1965,2024-11-27,Despejado,24.10,9.40,0.00,3.90,Este
2611,1965,2024-11-28,Despejado,25.50,11.80,0.00,5.60,Este
