cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
53.05,Cielo nublado,7,Noreste,45.0,2024-11-29,2,3,32.5727,-116.6266,3,Baja California,Tecate,0.0,0,9.1,21.5,10.7,7.0
91.71,Cielo nublado,6,Noreste,45.0,2024-11-26,7,60,17.2262,-93.1644,0,Chiapas,Ocotepec,1.5,0,19.5,23.6,15.9,5.6
93.52,Poco nuboso,6,Sureste,135.0,2024-11-27,7,60,17.2262,-93.1644,1,Chiapas,Ocotepec,0.1,0,5.8,24.4,15.6,4.3
88.57,Despejado,6,Sureste,135.0,2024-11-28,7,60,17.2262,-93.1644,2,Chiapas,Ocotepec,0.1,0,10.1,28.8,15.7,3.7
58.7,Cielo nublado,6,Norte,0.0,2024-11-29,7,60,17.2262,-93.1644,3,Chiapas,Ocotepec,0.5,0,12.3,21.5,15.6,4.8
85.31,Despejado,6,Noreste,45.0,2024-11-26,20,397,17.2675,-97.6805,0,Oaxaca,Heroica Ciudad de Tlaxiaco,0.0,0,10.5,21.8,5.7,7.0
88.12,Despejado,6,Norte,0.0,2024-11-27,20,397,17.2675,-97.6805,1,Oaxaca,Heroica Ciudad de Tlaxiaco,0.0,0,9.0,23.0,5.5,2.5
91.92,Despejado,6,Noreste,45.0,2024-11-28,20,397,17.2675,-97.6805,2,Oaxaca,Heroica Ciudad de Tlaxiaco,0.0,0,10.1,24.2,7.8,3.9
79.51,Despejado,6,Este,90.0,2024-11-29,20,397,17.2675,-97.6805,3,Oaxaca,Heroica Ciudad de Tlaxiaco,0.0,0,9.8,23.4,7.9,5.3
86.39,Despejado,6,Norte,0.0,2024-11-26,20,398,16.6857,-96.8431,0,Oaxaca,Ayoquezco de Aldama,0.0,0,12.4,24.0,7.2,7.5
84.43,Despejado,6,Noroeste,315.0,2024-11-27,20,398,16.6857,-96.8431,1,Oaxaca,Ayoquezco de Aldama,0.0,0,8.3,25.1,7.0,4.7
91.96,Despejado,6,Noroeste,315.0,2024-11-28,20,398,16.6857,-96.8431,2,Oaxaca,Ayoquezco de Aldama,0.0,0,8.7,26.7,9.8,4.7
68.08,Despejado,6,Norte,0.0,2024-11-29,20,398,16.6857,-96.8431,3,Oaxaca,Ayoquezco de Aldama,0.0,0,10.2,25.4,9.4,6.7
80.19,Despejado,6,Este,90.0,2024-11-26,20,400,17.8996,-97.6934,0,Oaxaca,Santa María Camotlán,0.0,0,16.2,23.7,8.0,11.3
92.54,Despejado,6,Sureste,135.0,2024-11-27,20,400,17.8996,-97.6934,1,Oaxaca,Santa María Camotlán,0.0,0,12.3,25.4,7.9,5.0
90.76,Despejado,6,Este,90.0,2024-11-28,20,400,17.8996,-97.6934,2,Oaxaca,Santa María Camotlán,0.0,0,10.1,26.2,10.0,6.2
74.9,Despejado,6,Este,90.0,2024-11-29,20,400,17.8996,-97.6934,3,Oaxaca,Santa María Camotlán,0.0,0,19.1,25.8,9.9,10.7
64.24,Despejado,6,Norte,0.0,2024-11-26,20,401,15.8978,-96.9386,0,Oaxaca,Santa María Colotepec,0.0,0,11.9,29.7,18.9,8.0
71.46,Despejado,6,Norte,0.0,2024-11-27,20,401,15.8978,-96.9386,1,Oaxaca,Santa María Colotepec,0.0,0,11.9,29.3,18.6,8.1
76.49,Despejado,6,Norte,0.0,2024-11-28,20,401,15.8978,-96.9386,2,Oaxaca,Santa María Colotepec,0.0,0,10.8,30.3,19.6,9.3
67.96,Despejado,6,Norte,0.0,2024-11-29,20,401,15.8978,-96.9386,3,Oaxaca,Santa María Colotepec,0.0,0,12.3,29.4,20.4,7.4
61.44,Despejado,6,Noreste,45.0,2024-11-26,20,402,16.4508,-98.2857,0,Oaxaca,Santa María Cortijo,0.0,0,18.4,33.2,20.8,6.3
67.31,Despejado,6,Norte,0.0,2024-11-27,20,402,16.4508,-98.2857,1,Oaxaca,Santa María Cortijo,0.0,0,18.0,32.2,19.8,7.6
88.66,Despejado,6,Noreste,45.0,2024-11-28,20,402,16.4508,-98.2857,2,Oaxaca,Santa María Cortijo,0.0,0,16.6,32.5,19.5,7.6
72.44,Despejado,6,Noreste,45.0,2024-11-29,20,402,16.4508,-98.2857,3,Oaxaca,Santa María Cortijo,0.0,0,17.7,33.1,21.0,6.3
85.42,Despejado,6,Este,90.0,2024-11-26,20,405,17.5883,-97.6319,0,Oaxaca,Villa de Chilapa de Díaz,0.0,0,14.1,21.7,6.6,9.5
93.89,Despejado,6,Sureste,135.0,2024-11-27,20,405,17.5883,-97.6319,1,Oaxaca,Villa de Chilapa de Díaz,0.0,0,11.5,24.2,6.5,3.2
92.62,Despejado,6,Este,90.0,2024-11-28,20,405,17.5883,-97.6319,2,Oaxaca,Villa de Chilapa de Díaz,0.0,0,12.6,25.2,8.3,4.6
82.43,Despejado,6,Este,90.0,2024-11-29,20,405,17.5883,-97.6319,3,Oaxaca,Villa de Chilapa de Díaz,0.0,0,8.7,24.0,8.5,8.5
88.64,Cielo nublado,6,Noroeste,315.0,2024-11-26,7,61,16.7615,-93.3757,0,Chiapas,Ocozocoautla de Espinosa,3.1,0,33.1,23.6,16.3,9.5
88.74,Despejado,6,Norte,0.0,2024-11-27,7,61,16.7615,-93.3757,1,Chiapas,Ocozocoautla de Espinosa,0.2,0,11.9,26.6,15.6,4.9
84.57,Despejado,6,Sureste,135.0,2024-11-28,7,61,16.7615,-93.3757,2,Chiapas,Ocozocoautla de Espinosa,0.1,0,13.3,29.4,15.5,4.1
62.44,Cielo nublado,6,Noroeste,315.0,2024-11-29,7,61,16.7615,-93.3757,3,Chiapas,Ocozocoautla de Espinosa,6.6,0,35.3,22.8,15.3,9.0
51.62,Despejado,6,Oeste,270.0,2024-11-26,20,406,18.2342,-96.8305,0,Oaxaca,Santa María Chilchotla,0.0,0,12.7,23.3,9.9,5.3
85.05,Despejado,6,Suroeste,225.0,2024-11-27,20,406,18.2342,-96.8305,1,Oaxaca,Santa María Chilchotla,0.0,0,13.0,25.2,9.7,5.4
87.44,Despejado,6,Oeste,270.0,2024-11-28,20,406,18.2342,-96.8305,2,Oaxaca,Santa María Chilchotla,0.0,0,12.2,28.0,12.5,3.6
72.63,Despejado,6,Este,90.0,2024-11-29,20,406,18.2342,-96.8305,3,Oaxaca,Santa María Chilchotla,0.0,0,9.4,24.3,12.6,4.1
82.15,Poco nuboso,6,Norte,0.0,2024-11-26,20,407,16.9099,-94.68299999999999,0,Oaxaca,Santa María Chimalapa,3.9,0,33.9,25.5,17.4,12.3
90.67,Poco nuboso,6,Norte,0.0,2024-11-27,20,407,16.9099,-94.68299999999999,1,Oaxaca,Santa María Chimalapa,0.4,0,22.0,27.4,17.1,6.3
86.49,Despejado,6,Sur,180.0,2024-11-28,20,407,16.9099,-94.68299999999999,2,Oaxaca,Santa María Chimalapa,0.1,0,29.9,31.9,17.1,5.8
70.21,Cielo nublado,6,Norte,0.0,2024-11-29,20,407,16.9099,-94.68299999999999,3,Oaxaca,Santa María Chimalapa,6.6,0,30.3,25.1,19.0,10.7
58.97,Despejado,6,Noroeste,315.0,2024-11-26,20,410,16.2842,-95.8811,0,Oaxaca,Santa María Ecatepec,0.0,0,15.5,26.6,11.2,11.3
83.5,Despejado,6,Oeste,270.0,2024-11-27,20,410,16.2842,-95.8811,1,Oaxaca,Santa María Ecatepec,0.0,0,9.4,28.4,11.7,7.2
89.73,Despejado,6,Oeste,270.0,2024-11-28,20,410,16.2842,-95.8811,2,Oaxaca,Santa María Ecatepec,0.0,0,7.9,29.3,14.2,6.4
64.83,Despejado,6,Noroeste,315.0,2024-11-29,20,410,16.2842,-95.8811,3,Oaxaca,Santa María Ecatepec,0.0,0,11.2,28.2,13.7,9.2
57.98,Despejado,6,Norte,0.0,2024-11-26,20,412,16.738,-95.3545,0,Oaxaca,Santa María Guienagati,0.6,0,44.4,26.9,15.2,13.3
82.39,Despejado,6,Noroeste,315.0,2024-11-27,20,412,16.738,-95.3545,1,Oaxaca,Santa María Guienagati,0.0,0,18.7,29.4,15.1,7.1
92.32,Despejado,6,Sureste,135.0,2024-11-28,20,412,16.738,-95.3545,2,Oaxaca,Santa María Guienagati,0.0,0,19.6,30.2,15.5,6.4
58.61,Despejado,6,Norte,0.0,2024-11-29,20,412,16.738,-95.3545,3,Oaxaca,Santa María Guienagati,0.0,0,42.9,28.2,16.0,12.7
74.94,Despejado,6,Norte,0.0,2024-11-26,20,413,15.8361,-96.3221,0,Oaxaca,Santa María Huatulco,0.0,0,9.0,28.9,18.1,7.8
74.32,Despejado,6,Norte,0.0,2024-11-27,20,413,15.8361,-96.3221,1,Oaxaca,Santa María Huatulco,0.0,0,10.8,29.5,18.1,7.3
86.08,Despejado,6,Norte,0.0,2024-11-28,20,413,15.8361,-96.3221,2,Oaxaca,Santa María Huatulco,0.0,0,19.8,30.3,18.4,7.8
52.32,Despejado,6,Norte,0.0,2024-11-29,20,413,15.8361,-96.3221,3,Oaxaca,Santa María Huatulco,0.0,0,13.4,29.3,19.2,7.4
71.99,Despejado,6,Noreste,45.0,2024-11-26,20,414,16.3022,-97.9129,0,Oaxaca,Santa María Huazolotitlán,0.0,0,12.3,32.7,18.5,6.1
64.91,Despejado,6,Norte,0.0,2024-11-27,20,414,16.3022,-97.9129,1,Oaxaca,Santa María Huazolotitlán,0.0,0,19.4,32.3,17.8,6.7
84.17,Despejado,6,Noreste,45.0,2024-11-28,20,414,16.3022,-97.9129,2,Oaxaca,Santa María Huazolotitlán,0.0,0,21.3,32.3,18.2,6.8
81.89,Despejado,6,Noreste,45.0,2024-11-29,20,414,16.3022,-97.9129,3,Oaxaca,Santa María Huazolotitlán,0.0,0,13.0,32.4,19.7,5.9
69.21,Despejado,6,Noreste,45.0,2024-11-26,20,415,16.6362,-98.0338,0,Oaxaca,Santa María Ipalapa,0.0,0,9.0,31.8,16.0,5.4
75.77,Despejado,6,Noreste,45.0,2024-11-27,20,415,16.6362,-98.0338,1,Oaxaca,Santa María Ipalapa,0.0,0,9.4,30.6,15.5,5.4
90.78,Despejado,6,Noreste,45.0,2024-11-28,20,415,16.6362,-98.0338,2,Oaxaca,Santa María Ipalapa,0.0,0,6.5,30.6,16.4,5.0
82.56,Despejado,6,Noreste,45.0,2024-11-29,20,415,16.6362,-98.0338,3,Oaxaca,Santa María Ipalapa,0.0,0,12.7,31.1,17.6,5.3
93.08,Medio nublado,6,Norte,0.0,2024-11-26,7,62,17.4056,-93.3371,0,Chiapas,Ostuacán,2.0,0,20.9,25.3,17.7,6.1
94.22,Poco nuboso,6,Norte,0.0,2024-11-27,7,62,17.4056,-93.3371,1,Chiapas,Ostuacán,0.0,0,5.4,25.7,17.6,3.6
91.24,Despejado,6,Sureste,135.0,2024-11-28,7,62,17.4056,-93.3371,2,Chiapas,Ostuacán,0.2,0,12.6,30.3,18.5,4.0
61.92,Cielo nublado,6,Noroeste,315.0,2024-11-29,7,62,17.4056,-93.3371,3,Chiapas,Ostuacán,0.6,0,10.8,24.2,19.5,4.0
59.89,Despejado,6,Noreste,45.0,2024-11-26,20,416,17.8516,-97.1905,0,Oaxaca,Santa María Ixcatlán,0.0,0,15.2,19.9,5.6,5.4
75.97,Despejado,6,Suroeste,225.0,2024-11-27,20,416,17.8516,-97.1905,1,Oaxaca,Santa María Ixcatlán,0.0,0,9.4,23.2,5.4,4.9
72.78,Despejado,6,Noreste,45.0,2024-11-28,20,416,17.8516,-97.1905,2,Oaxaca,Santa María Ixcatlán,0.0,0,8.4,25.9,9.0,4.4
66.56,Despejado,6,Este,90.0,2024-11-29,20,416,17.8516,-97.1905,3,Oaxaca,Santa María Ixcatlán,0.0,0,11.9,21.3,7.6,5.7
65.41,Despejado,6,Suroeste,225.0,2024-11-26,20,417,17.8601,-96.2113,0,Oaxaca,Santa Marí Jacatepec,0.0,0,7.0,28.1,13.6,5.6
92.14,Despejado,6,Suroeste,225.0,2024-11-27,20,417,17.8601,-96.2113,1,Oaxaca,Santa Marí Jacatepec,0.0,0,7.2,28.0,13.3,5.2
89.55,Despejado,6,Suroeste,225.0,2024-11-28,20,417,17.8601,-96.2113,2,Oaxaca,Santa Marí Jacatepec,0.0,0,6.1,29.6,14.1,4.9
75.13,Poco nuboso,6,Sur,180.0,2024-11-29,20,417,17.8601,-96.2113,3,Oaxaca,Santa Marí Jacatepec,0.0,0,9.7,28.6,16.2,3.5
59.89,Despejado,6,Norte,0.0,2024-11-26,20,418,16.4401,-95.4434,0,Oaxaca,Santa María Jalapa del Marqués,0.0,0,27.8,30.8,15.0,13.8
84.73,Despejado,6,Noroeste,315.0,2024-11-27,20,418,16.4401,-95.4434,1,Oaxaca,Santa María Jalapa del Marqués,0.0,0,12.6,33.2,15.6,6.8
91.67,Despejado,6,Noroeste,315.0,2024-11-28,20,418,16.4401,-95.4434,2,Oaxaca,Santa María Jalapa del Marqués,0.0,0,14.0,32.1,16.9,6.7
64.81,Despejado,6,Norte,0.0,2024-11-29,20,418,16.4401,-95.4434,3,Oaxaca,Santa María Jalapa del Marqués,0.0,0,24.1,32.2,17.2,11.8
74.63,Despejado,6,Noreste,45.0,2024-11-26,20,419,17.3656,-96.5283,0,Oaxaca,Santa Marí Jaltianguis,0.0,0,13.4,19.1,4.9,5.3
89.95,Despejado,6,Suroeste,225.0,2024-11-27,20,419,17.3656,-96.5283,1,Oaxaca,Santa Marí Jaltianguis,0.0,0,6.5,23.6,5.6,4.9
91.46,Despejado,6,Noreste,45.0,2024-11-28,20,419,17.3656,-96.5283,2,Oaxaca,Santa Marí Jaltianguis,0.0,0,11.5,26.1,7.6,3.3
80.99,Despejado,6,Noreste,45.0,2024-11-29,20,419,17.3656,-96.5283,3,Oaxaca,Santa Marí Jaltianguis,0.0,0,11.2,20.3,6.6,5.7
92.37,Despejado,6,Norte,0.0,2024-11-26,20,420,16.7278,-97.0192,0,Oaxaca,Santa María Lachixío,0.0,0,10.5,23.2,7.2,7.4
89.67,Despejado,6,Noroeste,315.0,2024-11-27,20,420,16.7278,-97.0192,1,Oaxaca,Santa María Lachixío,0.0,0,7.6,24.5,7.1,4.8
92.94,Despejado,6,Norte,0.0,2024-11-28,20,420,16.7278,-97.0192,2,Oaxaca,Santa María Lachixío,0.0,0,9.4,25.8,9.9,5.0
73.32,Despejado,6,Noreste,45.0,2024-11-29,20,420,16.7278,-97.0192,3,Oaxaca,Santa María Lachixío,0.0,0,11.5,24.6,8.8,6.6
60.12,Despejado,6,Norte,0.0,2024-11-26,20,421,16.3737,-95.2605,0,Oaxaca,Santa Marí Mixtequilla,0.0,0,53.7,31.3,17.4,20.6
78.23,Despejado,6,Noroeste,315.0,2024-11-27,20,421,16.3737,-95.2605,1,Oaxaca,Santa Marí Mixtequilla,0.0,0,27.4,34.0,18.0,8.1
89.61,Despejado,6,Noroeste,315.0,2024-11-28,20,421,16.3737,-95.2605,2,Oaxaca,Santa Marí Mixtequilla,0.0,0,15.6,31.2,18.1,7.7
57.81,Despejado,6,Norte,0.0,2024-11-29,20,421,16.3737,-95.2605,3,Oaxaca,Santa Marí Mixtequilla,0.0,0,44.7,32.9,18.8,16.1
68.38,Despejado,6,Noreste,45.0,2024-11-26,20,422,17.6615,-97.3348,0,Oaxaca,Santa Marí Nativitas,0.0,0,15.2,18.4,5.0,8.0
84.22,Despejado,6,Noreste,45.0,2024-11-27,20,422,17.6615,-97.3348,1,Oaxaca,Santa Marí Nativitas,0.0,0,9.4,22.8,5.0,4.7
79.5,Despejado,6,Noreste,45.0,2024-11-28,20,422,17.6615,-97.3348,2,Oaxaca,Santa Marí Nativitas,0.0,0,8.4,24.8,8.3,4.8
76.49,Despejado,6,Noreste,45.0,2024-11-29,20,422,17.6615,-97.3348,3,Oaxaca,Santa Marí Nativitas,0.0,0,11.9,20.1,6.5,8.0
80.74,Despejado,6,Noreste,45.0,2024-11-26,20,423,17.4115,-97.4963,0,Oaxaca,Santa Marí Nduayaco,0.0,0,16.2,20.2,5.3,7.6
89.92,Despejado,6,Noroeste,315.0,2024-11-27,20,423,17.4115,-97.4963,1,Oaxaca,Santa Marí Nduayaco,0.0,0,7.9,23.1,5.3,3.5
91.12,Despejado,6,Noroeste,315.0,2024-11-28,20,423,17.4115,-97.4963,2,Oaxaca,Santa Marí Nduayaco,0.0,0,11.2,24.3,7.7,3.9
81.78,Despejado,6,Este,90.0,2024-11-29,20,423,17.4115,-97.4963,3,Oaxaca,Santa Marí Nduayaco,0.0,0,10.2,22.2,7.1,6.9
68.53,Despejado,6,Norte,0.0,2024-11-26,20,424,16.1308,-96.3701,0,Oaxaca,Santa Marí Ozolotepec,0.0,0,10.8,23.4,10.5,6.0
81.29,Despejado,6,Norte,0.0,2024-11-27,20,424,16.1308,-96.3701,1,Oaxaca,Santa Marí Ozolotepec,0.0,0,4.8,24.6,10.8,3.6
89.33,Despejado,6,Suroeste,225.0,2024-11-28,20,424,16.1308,-96.3701,2,Oaxaca,Santa Marí Ozolotepec,0.0,0,7.2,25.8,12.8,4.5
62.76,Despejado,6,Norte,0.0,2024-11-29,20,424,16.1308,-96.3701,3,Oaxaca,Santa Marí Ozolotepec,0.0,0,11.2,24.5,12.0,4.8
67.04,Despejado,6,Noreste,45.0,2024-11-26,20,425,17.7842,-96.7974,0,Oaxaca,Santa Marí Pápalo,0.0,0,11.5,21.7,5.1,5.2
89.43,Despejado,6,Suroeste,225.0,2024-11-27,20,425,17.7842,-96.7974,1,Oaxaca,Santa Marí Pápalo,0.0,0,8.0,25.3,5.0,4.4
82.97,Despejado,6,Este,90.0,2024-11-28,20,425,17.7842,-96.7974,2,Oaxaca,Santa Marí Pápalo,0.0,0,11.6,28.1,8.8,4.1
85.99,Despejado,6,Noreste,45.0,2024-11-29,20,425,17.7842,-96.7974,3,Oaxaca,Santa Marí Pápalo,0.0,0,11.6,22.7,8.6,5.4
78.84,Poco nuboso,6,Norte,0.0,2024-11-26,7,63,16.9355,-93.0913,0,Chiapas,Osumacinta,0.4,0,13.7,24.6,14.2,6.5
86.12,Despejado,6,Este,90.0,2024-11-27,7,63,16.9355,-93.0913,1,Chiapas,Osumacinta,0.0,0,6.6,25.5,14.0,4.3
76.83,Despejado,6,Noreste,45.0,2024-11-28,7,63,16.9355,-93.0913,2,Chiapas,Osumacinta,0.0,0,8.3,27.5,15.1,4.7
51.13,Poco nuboso,6,Noroeste,315.0,2024-11-29,7,63,16.9355,-93.0913,3,Chiapas,Osumacinta,0.1,0,16.9,24.7,14.2,7.6
91.6,Despejado,6,Norte,0.0,2024-11-26,20,426,17.0789,-97.0024,0,Oaxaca,Santa María Peñoles,0.0,0,12.7,20.9,5.0,7.5
89.76,Despejado,6,Suroeste,225.0,2024-11-27,20,426,17.0789,-97.0024,1,Oaxaca,Santa María Peñoles,0.0,0,5.4,24.2,5.2,3.1
92.48,Despejado,6,Oeste,270.0,2024-11-28,20,426,17.0789,-97.0024,2,Oaxaca,Santa María Peñoles,0.0,0,8.3,25.6,8.3,3.1
60.42,Despejado,6,Norte,0.0,2024-11-29,20,426,17.0789,-97.0024,3,Oaxaca,Santa María Peñoles,0.0,0,10.8,22.8,7.0,7.0
62.79,Despejado,6,Norte,0.0,2024-11-26,20,427,16.8224,-95.12,0,Oaxaca,Santa Marí Petapa,1.5,0,52.6,26.2,17.2,17.3
79.42,Despejado,6,Norte,0.0,2024-11-27,20,427,16.8224,-95.12,1,Oaxaca,Santa Marí Petapa,0.0,0,41.1,27.6,16.7,8.7
81.34,Despejado,6,Sur,180.0,2024-11-28,20,427,16.8224,-95.12,2,Oaxaca,Santa Marí Petapa,0.0,0,26.8,30.8,16.6,7.4
57.58,Poco nuboso,6,Norte,0.0,2024-11-29,20,427,16.8224,-95.12,3,Oaxaca,Santa Marí Petapa,0.1,0,50.8,27.6,17.6,16.6
63.44,Despejado,6,Noroeste,315.0,2024-11-26,20,428,16.2772,-96.052,0,Oaxaca,Santa Marí Quiegolani,0.0,0,15.5,23.4,9.9,10.0
82.09,Despejado,6,Oeste,270.0,2024-11-27,20,428,16.2772,-96.052,1,Oaxaca,Santa Marí Quiegolani,0.0,0,9.4,25.3,10.5,6.4
92.82,Despejado,6,Oeste,270.0,2024-11-28,20,428,16.2772,-96.052,2,Oaxaca,Santa Marí Quiegolani,0.0,0,7.9,27.0,12.6,5.3
58.15,Despejado,6,Noroeste,315.0,2024-11-29,20,428,16.2772,-96.052,3,Oaxaca,Santa Marí Quiegolani,0.0,0,11.2,25.1,11.7,8.3
88.08,Despejado,6,Noreste,45.0,2024-11-26,20,429,16.5667,-97.0132,0,Oaxaca,Santa Marí Sola,0.0,0,11.6,24.5,7.9,8.2
86.19,Despejado,6,Norte,0.0,2024-11-27,20,429,16.5667,-97.0132,1,Oaxaca,Santa Marí Sola,0.0,0,9.4,25.6,7.8,5.5
94.73,Despejado,6,Suroeste,225.0,2024-11-28,20,429,16.5667,-97.0132,2,Oaxaca,Santa Marí Sola,0.0,0,7.9,26.5,10.8,5.9
78.1,Despejado,6,Noreste,45.0,2024-11-29,20,429,16.5667,-97.0132,3,Oaxaca,Santa Marí Sola,0.0,0,11.5,26.1,9.9,6.6
57.7,Despejado,6,Este,90.0,2024-11-26,20,431,17.9563,-97.0244,0,Oaxaca,Santa María Tecomavaca,0.0,0,11.2,23.5,6.6,4.4
77.96,Despejado,6,Sureste,135.0,2024-11-27,20,431,17.9563,-97.0244,1,Oaxaca,Santa María Tecomavaca,0.0,0,4.0,25.1,6.3,1.5
72.62,Despejado,6,Este,90.0,2024-11-28,20,431,17.9563,-97.0244,2,Oaxaca,Santa María Tecomavaca,0.0,0,5.8,28.0,9.5,3.1
62.64,Despejado,6,Este,90.0,2024-11-29,20,431,17.9563,-97.0244,3,Oaxaca,Santa María Tecomavaca,0.0,0,12.3,24.7,9.9,5.0
58.51,Despejado,6,Noroeste,315.0,2024-11-26,20,435,16.9975,-96.0101,0,Oaxaca,Santa María Tepantlali,0.0,0,14.5,21.5,6.9,9.9
82.61,Despejado,6,Oeste,270.0,2024-11-27,20,435,16.9975,-96.0101,1,Oaxaca,Santa María Tepantlali,0.0,0,8.3,25.3,7.7,6.8
94.1,Despejado,6,Noroeste,315.0,2024-11-28,20,435,16.9975,-96.0101,2,Oaxaca,Santa María Tepantlali,0.0,0,9.4,27.9,10.4,6.9
73.77,Despejado,6,Norte,0.0,2024-11-29,20,435,16.9975,-96.0101,3,Oaxaca,Santa María Tepantlali,0.0,0,13.7,23.1,9.8,9.3
79.3,Medio nublado,6,Noreste,45.0,2024-11-26,7,64,16.7861,-92.3349,0,Chiapas,Oxchuc,0.9,0,13.7,20.8,9.9,4.8
90.27,Despejado,6,Sur,180.0,2024-11-27,7,64,16.7861,-92.3349,1,Chiapas,Oxchuc,0.0,0,13.4,23.0,10.0,5.7
87.1,Despejado,6,Suroeste,225.0,2024-11-28,7,64,16.7861,-92.3349,2,Chiapas,Oxchuc,0.0,0,9.4,25.6,10.6,4.6
38.53,Despejado,6,Noreste,45.0,2024-11-29,7,64,16.7861,-92.3349,3,Chiapas,Oxchuc,0.0,0,17.3,22.5,7.4,5.2
62.31,Despejado,6,Noroeste,315.0,2024-11-26,20,437,17.0975,-96.0633,0,Oaxaca,Santa Marí Tlahuitoltepec,0.0,0,14.5,21.3,7.0,7.9
84.33,Despejado,6,Oeste,270.0,2024-11-27,20,437,17.0975,-96.0633,1,Oaxaca,Santa Marí Tlahuitoltepec,0.0,0,8.3,24.7,7.4,6.0
93.9,Despejado,6,Noroeste,315.0,2024-11-28,20,437,17.0975,-96.0633,2,Oaxaca,Santa Marí Tlahuitoltepec,0.0,0,9.4,27.7,10.1,5.3
77.5,Despejado,6,Norte,0.0,2024-11-29,20,437,17.0975,-96.0633,3,Oaxaca,Santa Marí Tlahuitoltepec,0.0,0,13.7,22.6,9.5,7.6
70.14,Despejado,6,Norte,0.0,2024-11-26,20,439,15.7471,-96.5454,0,Oaxaca,Santa María Tonameca,0.0,0,8.3,30.7,20.0,7.5
75.42,Despejado,6,Norte,0.0,2024-11-27,20,439,15.7471,-96.5454,1,Oaxaca,Santa María Tonameca,0.0,0,11.9,30.8,19.6,7.2
77.32,Despejado,6,Norte,0.0,2024-11-28,20,439,15.7471,-96.5454,2,Oaxaca,Santa María Tonameca,0.0,0,19.4,31.0,19.8,9.0
63.16,Despejado,6,Norte,0.0,2024-11-29,20,439,15.7471,-96.5454,3,Oaxaca,Santa María Tonameca,0.0,0,12.3,30.7,20.9,7.1
58.26,Despejado,6,Norte,0.0,2024-11-26,20,440,16.6032,-95.6255,0,Oaxaca,Santa Marí Totolapilla,0.0,0,17.3,28.1,12.6,10.8
88.04,Despejado,6,Oeste,270.0,2024-11-27,20,440,16.6032,-95.6255,1,Oaxaca,Santa Marí Totolapilla,0.0,0,16.2,30.9,12.7,6.5
92.15,Despejado,6,Noroeste,315.0,2024-11-28,20,440,16.6032,-95.6255,2,Oaxaca,Santa Marí Totolapilla,0.0,0,14.4,31.6,14.5,6.2
67.54,Despejado,6,Norte,0.0,2024-11-29,20,440,16.6032,-95.6255,3,Oaxaca,Santa Marí Totolapilla,0.0,0,15.2,29.5,14.6,10.0
61.55,Despejado,6,Norte,0.0,2024-11-26,20,441,16.3603,-95.0199,0,Oaxaca,Santa Marí Xadani,0.0,0,70.6,29.6,22.6,40.0
67.55,Despejado,6,Norte,0.0,2024-11-27,20,441,16.3603,-95.0199,1,Oaxaca,Santa Marí Xadani,0.0,0,58.7,30.6,20.7,19.5
74.69,Despejado,6,Norte,0.0,2024-11-28,20,441,16.3603,-95.0199,2,Oaxaca,Santa Marí Xadani,0.0,0,35.4,28.9,20.5,9.7
56.47,Despejado,6,Norte,0.0,2024-11-29,20,441,16.3603,-95.0199,3,Oaxaca,Santa Marí Xadani,0.0,0,64.5,31.1,21.1,33.8
69.21,Despejado,6,Norte,0.0,2024-11-26,20,443,17.2342,-96.4295,0,Oaxaca,Santa Marí Yavesía,0.0,0,13.4,19.1,4.9,6.3
87.19,Despejado,6,Suroeste,225.0,2024-11-27,20,443,17.2342,-96.4295,1,Oaxaca,Santa Marí Yavesía,0.0,0,6.5,23.6,5.4,3.9
93.63,Despejado,6,Norte,0.0,2024-11-28,20,443,17.2342,-96.4295,2,Oaxaca,Santa Marí Yavesía,0.0,0,11.5,26.1,7.8,3.0
78.81,Despejado,6,Noreste,45.0,2024-11-29,20,443,17.2342,-96.4295,3,Oaxaca,Santa Marí Yavesía,0.0,0,11.2,20.4,6.9,6.0
77.37,Poco nuboso,6,Noreste,45.0,2024-11-26,7,65,17.5091,-91.98100000000001,0,Chiapas,Palenque,1.4,0,8.4,26.9,17.9,3.8
92.19,Despejado,6,Sur,180.0,2024-11-27,7,65,17.5091,-91.98100000000001,1,Chiapas,Palenque,0.0,0,13.7,27.5,17.7,6.2
70.1,Despejado,6,Sureste,135.0,2024-11-28,7,65,17.5091,-91.98100000000001,2,Chiapas,Palenque,0.0,0,15.9,30.6,17.6,6.0
33.4,Despejado,6,Sur,180.0,2024-11-29,7,65,17.5091,-91.98100000000001,3,Chiapas,Palenque,0.5,0,17.4,28.7,18.9,5.4
86.15,Despejado,6,Noreste,45.0,2024-11-26,20,446,17.0182,-97.7695,0,Oaxaca,Santa Marí Yucuhiti,0.0,0,11.2,24.8,9.9,9.2
88.56,Despejado,6,Noreste,45.0,2024-11-27,20,446,17.0182,-97.7695,1,Oaxaca,Santa Marí Yucuhiti,0.0,0,8.0,23.4,10.0,8.3
87.69,Despejado,6,Noreste,45.0,2024-11-28,20,446,17.0182,-97.7695,2,Oaxaca,Santa Marí Yucuhiti,0.0,0,8.0,24.4,11.6,8.5
