id_municipio,id_estado,nombre_municipio
1070,2,Francisco León
1071,23,Tenabo
1072,7,Valle de Guadalupe
1073,2,Ixtacomitán
1074,5,Urique
1075,8,Acatlán de Pérez Figueroa
1076,9,Tlahuapan
1077,30,Axochiapan
1078,9,Xayacatlán de Bravo
1079,8,San Felipe Tejalápam
1080,22,Eduardo Neri
1081,5,Bachíniva
1082,21,Aldama
1083,9,Coyomeapan
1084,9,San Nicolás de los Ranchos
1085,4,Tehuipango
1086,27,Zumpango
1087,7,Huejúcar
1088,5,Coyame del Sotol
1089,9,Santa Catarina Tlaltempan
1090,3,Matlapa
1091,8,Oaxaca de Juárez
1092,31,Juárez
1093,19,Atotonilco el Grande
1094,2,Villaflores
1095,8,Rojas de Cuauhtémoc
1096,10,Acanceh
1097,3,San Ciro de Acosta
1098,8,San Juan Mazatlán
1099,18,Solidaridad
1100,11,Zamora
1101,8,Taniche
1102,14,Pedro Escobedo
1103,8,Santa Cruz Tacahua
1104,26,Jesús María
1105,22,Cochoapa el Grande
1106,2,Ixtapa
1107,4,Zongolica
1108,6,Tepehuanes
1109,4,Chinameca
1110,22,Atenango del Río
1111,8,San Pedro Ixcatlán
1112,5,Cusihuiriachi
1113,2,Acapetahua
1114,10,Progreso
1115,4,Mecatlán
1116,8,San Antonio Nanahuatípam
1117,13,Cuaxomulco
1118,10,Kanasín
1119,19,El Arenal
1120,1,Escobedo
1121,10,Hocabá
1122,11,Peribán
1123,22,Cutzamala de Pinzón
1124,4,Amatitlán
1125,8,San Juan Lajarcia
1126,13,La Magdalena Tlaltelulco
1127,9,San Sebastián Tlacotepec
1128,8,San Mateo Cajonos
1129,2,Pijijiapan
1130,31,Villaldama
1131,19,San Felipe Orizatlán
1132,8,Villa de Tamazulápam del Progreso
1133,8,Santiago Ihuitlán Plumas
1134,27,Chiconcuac
1135,2,Totolapa
1136,11,Nuevo Urecho
1137,7,Cocula
1138,13,Apizaco
1139,9,Ixcamilpa de Guerrero
1140,8,San Francisco Cahuacuá
1141,9,Tecali de Herrera
1142,11,Nocupétaro
1143,29,Oquitoa
1144,4,Mixtla de Altamirano
1145,13,Xaltocan
1146,8,San Pedro y San Pablo Ayutla
1147,8,Santo Domingo Ixcatlán
1148,13,Atlangatepec
1149,9,Quimixtlán
1150,9,Coatepec
1151,19,Almoloya
1152,4,Camerino Z. Mendoza
1153,29,Santa Cruz
1154,13,San Juan Huactzinco
1155,11,Ecuandureo
1156,7,El Salto
1157,22,Ayutla de los Libres
1158,5,Guazapares
1159,9,Atexcal
1160,24,Uriangato
1161,21,Altamira
1162,11,Chucándiro
1163,21,Nuevo Laredo
1164,16,Compostela
1165,11,Tarímbaro
1166,8,Santa Cruz Papalutla
1167,8,San Cristóbal Suchixtlahuaca
1168,10,Maní
1169,27,Malinalco
1170,19,Cardonal
1171,8,Santa Cruz Itundujia
1172,8,San Cristóbal Lachirioag
1173,10,Tahmek
1174,17,Concordia
1175,9,Cañada Morelos
1176,31,Abasolo
1177,8,San Miguel Huautla
1178,5,Manuel Benavides
1179,8,Huautepec
1180,27,Ecatzingo
1181,27,Rayón
1182,4,Juchique de Ferrer
1183,13,Papalotla de Xicohténcatl
1184,7,Jesús María
1185,5,Bocoyna
1186,9,Chiautzingo
1187,17,Elota
1188,2,Nicolás Ruíz
1189,9,Libres
1190,9,Cohuecan
1191,28,Pánuco
1192,15,Los Cabos
1193,27,La Paz
1194,8,San Martín Huamelúlpam
1195,19,Metepec
1196,9,Zacapoaxtla
1197,19,Francisco I. Madero
1198,9,Acatzingo
1199,22,Ometepec
1200,4,Santiago Sochiapan
1201,4,Yecuatla
1202,4,Acula
1203,4,Acayucan
1204,2,La Independencia
1205,19,Tepetitlán
1206,2,San Andrés Duraznal
1207,4,Coyutla
1208,21,Mainero
1209,29,Naco
1210,9,Xochitlán de Vicente Suárez
1211,9,Tehuacán
1212,21,Soto la Marina
1213,9,Tlaltenango
1214,8,San Lorenzo
1215,30,Zacatepec
1216,29,Sahuaripa
1217,11,Pajacuarán
1218,8,Huautla de Jiménez
1219,19,Chapantongo
1220,9,Quecholac
1221,4,Tlaquilpa
1222,2,Acala
1223,7,Mixtlán
1224,28,Apozol
1225,5,Rosales
1226,3,Tampamolón Corona
1227,32,Paraíso
1228,7,Teocuitatlán de Corona
1229,8,Villa Talea de Castro
1230,18,Benito Juárez
1231,29,Benito Juárez
1232,21,Reynosa
1233,3,Ahualulco
1234,8,San Nicolás Hidalgo
1235,7,El Arenal
1236,22,General Heliodoro Castillo
1237,10,Buctzotz
1238,9,Guadalupe
1239,4,Ixtaczoquitlán
1240,27,Tecámac
1241,11,Panindícuaro
1242,32,Macuspana
1243,2,Reforma
1244,20,Manzanillo
1245,7,Santa María del Oro
1246,9,Juan C. Bonilla
1247,8,San Agustín Yatareni
1248,9,Xochiapulco
1249,8,Abejones
1250,8,San Pedro Jicayán
1251,18,Bacalar
1252,4,Aquila
1253,8,Concepción Pápalo
1254,23,Champotón
1255,2,Motozintla
1256,6,San Juan de Guadalupe
1257,8,Santa María Chachoápam
1258,11,Tepalcatepec
1259,9,San Salvador el Verde
1260,10,Kinchil
1261,30,Coatlán del Río
1262,8,Valerio Trujano
1263,7,Autlán de Navarro
1264,10,Tixpéhual
1265,8,San Antonino Castillo Velasco
1266,1,Abasolo
1267,9,Pantepec
1268,4,Astacinga
1269,4,Tenampa
1270,6,Indé
1271,9,Hueyapan
1272,4,Coatzacoalcos
1273,8,Tanetze de Zaragoza
1274,7,Villa Corona
1275,13,San Lorenzo Axocomanitla
1276,5,Ahumada
1277,19,Apan
1278,24,Xichú
1279,10,Maxcanú
1280,4,Soconusco
1281,4,Tlachichilco
1282,2,Sunuapa
1283,8,San Antonino el Alto
1284,4,Zontecomatlán de López y Fuentes
1285,27,Ayapango
1286,10,Tekal de Venegas
1287,9,Molcaxac
1288,27,Valle de Bravo
1289,22,Azoyú
1290,31,Iturbide
1291,8,San Pedro Mixtepec Dto. 26
1292,28,Chalchihuites
1293,19,Huasca de Ocampo
1294,2,Las Rosas
1295,4,Tezonapa
1296,28,Mazapil
1297,8,San Vicente Coatlán
1298,7,Tuxpan
1299,24,Coroneo
1300,4,Calcahualco
1301,3,Aquismón
1302,7,Mexticacán
1303,24,Valle de Santiago
1304,29,Bácum
1305,9,Zoquiapan
1306,4,Tepetlán
1307,4,Ixmatlahuacan
1308,29,Bacadéhuachi
1309,22,Mártir de Cuilapan
1310,7,El Grullo
1311,10,Telchac Pueblo
1312,27,Villa Victoria
1313,7,La Huerta
1314,12,Miguel Hidalgo
1315,8,Yaxe
1316,27,Joquicingo
1317,8,San Juan Lalana
1318,10,Kantunil
1319,22,Zihuatanejo de Azueta
1320,28,Santa María de la Paz
1321,8,Santiago Minas
1322,28,Melchor Ocampo
1323,27,Tenango del Valle
1324,27,Texcalyacac
1325,8,San Martín Lachilá
1326,8,San Pedro Amuzgos
1327,8,Cosolapa
1328,6,Mezquital
1329,9,Atzitzihuacán
1330,19,Huejutla de Reyes
1331,5,Gómez Farías
1332,10,Mérida
1333,31,El Carmen
1334,8,Santa María Lachixío
1335,22,Tetipac
1336,4,Manlio Fabio Altamirano
1337,7,Yahualica de González Gallo
1338,2,Ocosingo
1339,8,Santa Lucía Ocotlán
1340,2,La Trinitaria
1341,5,El Tule
1342,8,San Pedro Teozacoalco
1343,27,Tianguistenco
1344,9,Cohetzala
1345,8,San Miguel Chimalapa
1346,9,Ayotoxco de Guerrero
1347,24,Tarimoro
1348,19,Ixmiquilpan
1349,8,Ixtlán de Juárez
1350,14,San Juan del Río
1351,30,Yautepec
1352,8,San Francisco Cajonos
1353,7,San Martín de Bolaños
1354,9,Albino Zertuche
1355,8,Santa Marí Sola
1356,2,Chilón
1357,8,Santa Marí Teopoxco
1358,4,Jesús Carranza
1359,22,Copanatoyac
1360,4,Catemaco
1361,8,Santo Domingo Petapa
1362,3,Cárdenas
1363,8,Reyes Etla
1364,19,Mineral del Chico
1365,9,Chapulco
1366,30,Jiutepec
1367,11,Arteaga
1368,8,San Pedro Teutila
1369,11,Cherán
1370,8,Santo Domingo Yodohino
1371,8,San Juan Bautista Coixtlahuaca
1372,27,Mexicaltzingo
1373,6,San Dimas
1374,4,San Andrés Tuxtla
1375,11,Jungapeo
1376,4,Fortín
1377,4,Coxquihui
1378,9,Tlacuilotepec
1379,8,Santa Marí Zoquitlán
1380,13,San Lucas Tecopilco
1381,29,Bavispe
1382,3,Soledad de Graciano Sánchez
1383,8,Guevea de Humboldt
1384,8,Santa Marí Yolotepec
1385,4,Tlalixcoyan
1386,9,San Pablo Anicano
1387,22,Iliatenco
1388,9,Cuyoaco
1389,2,Chamula
1390,8,San Sebastián Nicananduta
1391,9,San Gabriel Chilac
1392,10,Chemax
1393,7,Bolaños
1394,8,Santa Marí Yavesía
1395,4,Zentla
1396,27,Tonanitla
1397,22,La Unión de Isidoro Montes de Oca
1398,9,Honey
1399,11,Cojumatlán de Régules
1400,9,Tepexco
1401,22,Técpan de Galeana
1402,3,El Naranjo
1403,10,Tixmehuac
1404,28,Vetagrande
1405,4,Chacaltianguis
1406,6,Vicente Guerrero
1407,22,Buenavista de Cuéllar
1408,4,Tlacolulan
1409,8,Santa Inés de Zaragoza
1410,29,Villa Pesqueira
1411,7,Tuxcacuesco
1412,8,Santiago Texcalcingo
1413,9,San José Miahuatlán
1414,8,San Jerónimo Coatlán
1415,13,Chiautempan
1416,8,San Andrés Lagunas
1417,8,Sitio de Xitlapehua
1418,31,Higueras
1419,16,Santa María del Oro
1420,28,General Francisco R. Murguía
1421,4,Álamo Temapache
1422,29,Quiriego
1423,14,Jalpan de Serra
1424,22,Tepecoacuilco de Trujano
1425,5,San Francisco de Borja
1426,9,Xochiltepec
1427,7,Mascota
1428,13,Tlaxcala
1429,9,Zihuateutla
1430,4,Hidalgotitlán
1431,24,Jerécuaro
1432,1,Castaños
1433,10,Teya
1434,29,Suaqui Grande
1435,8,Santiago Jocotepec
1436,4,Chumatlán
1437,7,Tlajomulco de Zúñiga
1438,2,Chapultenango
1439,9,Tepexi de Rodríguez
1440,4,Pueblo Viejo
1441,11,Huandacareo
1442,31,Salinas Victoria
1443,8,San Juan del Estado
1444,9,Acateno
1445,8,Santo Domingo Nuxaá
1446,8,San Pedro Quiatoni
1447,8,Santiago Niltepec
1448,5,Dr. Belisario Domínguez
1449,9,San Matías Tlalancaleca
1450,4,Tierra Blanca
1451,7,Puerto Vallarta
1452,10,Santa Elena
1453,7,Tepatitlán de Morelos
1454,10,Chumayel
1455,8,San Dionisio Ocotlán
1456,8,San Miguel el Grande
1457,8,Guadalupe de Ramírez
1458,6,Guanaceví
1459,14,Pinal de Amoles
1460,5,Cuauhtémoc
1461,9,Zinacatepec
1462,9,Chalchicomula de Sesma
1463,3,Tanquián de Escobedo
1464,4,Jalacingo
1465,29,Yécora
1466,30,Jantetelco
1467,17,Salvador Alvarado
1468,4,Oteapan
1469,27,Almoloya de Juárez
1470,1,San Buenaventura
1471,13,Nanacamilpa de Mariano Arista
1472,6,El Oro
1473,10,Umán
1474,24,Purísima del Rincón
1475,5,Guerrero
1476,32,Tenosique
1477,8,Santa Catarina Ticuá
1478,10,Tzucacab
1479,11,Marcos Castellanos
1480,9,Tecamachalco
1481,27,Tlalmanalco
1482,8,San Pedro Huamelula
1483,4,Coahuitlán
1484,31,Linares
1485,10,Opichén
1486,29,San Felipe de Jesús
1487,8,Tlacolula de Matamoros
1488,8,Santiago Yucuyachi
1489,8,San Andrés Dinicuiti
1490,4,Acatlán
1491,9,San Miguel Ixitlán
1492,11,Juárez
1493,29,Soyopa
1494,26,Cosío
1495,8,Chahuites
1496,22,Coyuca de Catalán
1497,9,Zacapala
1498,28,Tepechitlán
1499,11,Nuevo Parangaricutiro
1500,8,Salina Cruz
1501,7,Amatitán
1502,3,Zaragoza
1503,4,Hueyapan de Ocampo
1504,19,Huautla
1505,2,Soyaló
1506,9,Juan Galindo
1507,8,Santa María Jalapa del Marqués
1508,19,Xochiatipan
1509,2,Tila
1510,31,Los Ramones
1511,11,Paracho
1512,27,Aculco
1513,13,Lázaro Cárdenas
1514,2,Montecristo de Guerrero
1515,29,Cananea
1516,1,Sabinas
1517,8,San Francisco Jaltepetongo
1518,8,Magdalena Jaltepec
1519,24,Cuerámaro
1520,9,Huitzilan de Serdán
1521,12,Milpa Alta
1522,24,Apaseo el Alto
1523,8,Santiago Zoochila
1524,11,Ixtlán
1525,7,Unión de Tula
1526,28,Nochistlán de Mejía
1527,8,Santiago Suchilquitongo
1528,27,Xonacatlán
1529,11,Angamacutiro
1530,29,Mazatán
1531,4,Coacoatzintla
1532,9,Coyotepec
1533,31,Sabinas Hidalgo
1534,27,Huehuetoca
1535,7,Techaluta de Montenegro
1536,10,Quintana Roo
1537,31,García
1538,8,San Pedro y San Pablo Tequixtepec
1539,8,San Miguel Peras
1540,8,San Juan Guelavía
1541,11,Susupuato
1542,8,San Mateo Peñasco
1543,19,Alfajayucan
1544,24,Yuriria
1545,9,San Juan Atzompa
1546,3,Rioverde
1547,2,Pichucalco
1548,8,San Andrés Ixtlahuaca
1549,8,Heroica Ciudad de Tlaxiaco
1550,31,Guadalupe
1551,8,Santo Domingo de Morelos
1552,7,Pihuamo
1553,8,San Miguel Tequixtepec
1554,19,Tulancingo de Bravo
1555,32,Teapa
1556,8,San Francisco Telixtlahuaca
1557,8,San Miguel Ejutla
1558,24,Doctor Mora
1559,22,Acatepec
1560,32,Huimanguillo
1561,26,Rincón de Romos
1562,5,Juárez
1563,11,Queréndaro
1564,27,Tenancingo
1565,13,El Carmen Tequexquitla
1566,10,Chapab
1567,10,Yaxkukul
1568,21,Jiménez
1569,8,San Pedro Mártir Yucuxaco
1570,19,Santiago Tulantepec de Lugo Guerrero
1571,19,La Misión
1572,4,Veracruz
1573,8,San Jerónimo Taviche
1574,19,Tlanalapa
1575,4,Banderilla
1576,23,Campeche
1577,8,San Lorenzo Cacaotepec
1578,8,San Francisco Ozolotepec
1579,32,Jonuta
1580,4,Tlilapan
1581,10,Huhí
1582,14,Cadereyta de Montes
1583,27,Chapultepec
1584,1,Allende
1585,8,Santo Domingo Tonalá
1586,21,San Carlos
1587,29,Puerto Peñasco
1588,10,Tunkás
1589,4,Xoxocotla
1590,4,Naolinco
1591,11,La Piedad
1592,9,Chila de la Sal
1593,8,Santa Ana Tavela
1594,8,San Pablo Cuatro Venados
1595,9,Hueytlalpan
1596,27,Timilpan
1597,29,Tubutama
1598,13,Apetatitlán de Antonio Carvajal
1599,9,Acatlán
1600,27,Nicolás Romero
1601,9,Huehuetlán el Chico
1602,10,Halachó
1603,7,Degollado
1604,16,Huajicori
1605,4,Castillo de Teayo
1606,13,Santa Apolonia Teacalco
1607,11,Coeneo
1608,8,Santo Domingo Tepuxtepec
1609,19,Cuautepec de Hinojosa
1610,4,Tlalnelhuayocan
1611,5,Batopilas de Manuel Gómez Morín
1612,9,Altepexi
1613,8,San Juan Bautista Lo de Soto
1614,26,Tepezalá
1615,29,Rayón
1616,22,Pilcaya
1617,8,San Lorenzo Texmelúcan
1618,8,Reforma de Pineda
1619,9,Tlacotepec de Benito Juárez
1620,5,Ojinaga
1621,22,Xochistlahuaca
1622,20,Cuauhtémoc
1623,8,Santiago Nejapilla
1624,2,La Libertad
1625,4,Ayahualulco
1626,19,Mineral de la Reforma
1627,6,Guadalupe Victoria
1628,32,Emiliano Zapata
1629,1,Monclova
1630,7,Unión de San Antonio
1631,26,Aguascalientes
1632,7,Zapotitlán de Vadillo
1633,8,Ciénega de Zimatlán
1634,27,El Oro
1635,11,Nahuatzen
1636,6,Pueblo Nuevo
1637,9,Aquixtla
1638,8,Candelaria Loxicha
1639,5,Meoqui
1640,29,San Miguel de Horcasitas
1641,9,Zautla
1642,9,Santa Isabel Cholula
1643,10,Chocholá
1644,28,Apulco
1645,8,Cuilápam de Guerrero
1646,8,San Pedro Yaneri
1647,3,San Martín Chalchicuautla
1648,21,San Nicolás
1649,27,Amecameca
1650,8,San Juan Teita
1651,3,Moctezuma
1652,9,Ahuacatlán
1653,8,San Miguel Tilquiápam
1654,30,Xochitepec
1655,11,Contepec
1656,4,Totutla
1657,2,Santiago el Pinar
1658,22,Mochitlán
1659,28,El Plateado de Joaquín Amaro
1660,29,Atil
1661,13,Santa Ana Nopalucan
1662,29,Banámichi
1663,29,Bacanora
1664,13,Santa Catarina Ayometla
1665,22,Metlatónoc
1666,13,Yauhquemehcan
1667,8,San Juan Quiahije
1668,8,Miahuatlán de Porfirio Díaz
1669,27,San Mateo Atenco
1670,11,Taretan
1671,19,Huazalingo
1672,11,Charapan
1673,8,San Mateo Río Hondo
1674,11,Ocampo
1675,5,Casas Grandes
1676,27,Calimaya
1677,8,Santo Tomás Mazaltepec
1678,27,Villa del Carbón
1679,29,Huatabampo
1680,9,Tuzamapan de Galeana
1681,8,Santo Domingo Albarradas
1682,19,Calnali
1683,3,Venado
1684,10,Uayma
1685,10,Kaua
1686,16,Tecuala
1687,10,Mocochá
1688,27,Luvianos
1689,4,Ozuluama de Mascareñas
1690,22,Juchitán
1691,7,Teuchitlán
1692,4,Chiconquiaco
1693,4,Chocamán
1694,8,San Juan Bautista Tlacoatzintepec
1695,22,Marquelia
1696,10,Teabo
1697,11,Apatzingán
1698,21,Xicoténcatl
1699,29,Santa Ana
1700,29,Sáric
1701,6,San Luis del Cordero
1702,9,Chila
1703,29,Bacoachi
1704,8,Magdalena Zahuatlán
1705,32,Jalpa de Méndez
1706,14,El Marqués
1707,19,Tlanchinol
1708,8,San Nicolás
1709,8,Santa María Guienagati
1710,4,Cosautlán de Carvajal
1711,22,Pedro Ascencio Alquisiras
1712,9,Palmar de Bravo
1713,22,Alpoyeca
1714,5,Allende
1715,8,San Antonio Sinicahua
1716,28,Mezquital del Oro
1717,9,San Jerónimo Tecuanipan
1718,27,Temascalapa
1719,8,Santa Gertrudis
1720,2,Tuxtla Chico
1721,8,Santiago Yaveo
1722,8,Santa Marí Nduayaco
1723,19,Eloxochitlán
1724,29,Nogales
1725,23,Hecelchakán
1726,4,Tatatila
1727,8,Santiago Xiacuí
1728,8,San José Estancia Grande
1729,9,Camocuautla
1730,11,Tumbiscatío
1731,10,Chichimilá
1732,3,San Luis Potosí
1733,9,San Salvador el Seco
1734,7,Tenamaxtlán
1735,12,Tlalpan
1736,8,San Pedro Mártir Quiechapa
1737,4,Nautla
1738,9,Atzitzintla
1739,7,Cuautitlán de García Barragán
1740,3,Xilitla
1741,19,San Agustín Metzquititlán
1742,24,Abasolo
1743,8,Magdalena Tequisistlán
1744,28,Juchipila
1745,8,San Miguel Amatitlán
1746,1,Torreón
1747,4,Ixhuacán de los Reyes
1748,6,Santiago Papasquiaro
1749,28,Miguel Auza
1750,8,San Pablo Coatlán
1751,4,Santiago Tuxtla
1752,7,Tonila
1753,8,La Trinidad Vista Hermosa
1754,4,Tenochtitlán
1755,8,San Sebastián Tecomaxtlahuaca
1756,8,San Juan Lachigalla
1757,27,Zacazonapan
1758,8,San Martín Toxpalan
1759,4,Tempoal
1760,5,Namiquipa
1761,8,San Melchor Betaza
1762,8,Mazatlán Villa de Flores
1763,8,San Esteban Atatlahuca
1764,27,Ixtapan del Oro
1765,27,Zinacantepec
1766,2,Venustiano Carranza
1767,13,Acuamanala de Miguel Hidalgo
1768,2,Amatenango de la Frontera
1769,26,El Llano
1770,2,Comitán de Domínguez
1771,8,Santa Marí Totolapilla
1772,8,Trinidad Zaachila
1773,6,Poanas
1774,9,Guadalupe Victoria
1775,7,Santa María de los Ángeles
1776,9,San Felipe Teotlalcingo
1777,24,Pueblo Nuevo
1778,11,Tancítaro
1779,2,Tapalapa
1780,2,San Lucas
1781,16,Tepic
1782,8,Santo Domingo Chihuitán
1783,7,Jocotepec
1784,27,Toluca
1785,8,Santiago Astata
1786,29,Huásabas
1787,8,Santa Lucía del Camino
1788,4,Sochiapa
1789,11,Aporo
1790,8,Concepción Buenavista
1791,5,Praxedis G. Guerrero
1792,8,San Sebastián Coatlán
1793,10,Temax
1794,9,Tepeaca
1795,9,Jopala
1796,8,Santa Cruz Xitla
1797,13,Santa Isabel Xiloxoxtla
1798,4,Tantima
1799,4,Las Vigas de Ramírez
1800,9,San José Chiapa
1801,7,Tonalá
1802,9,Ixcaquixtla
1803,17,Guasave
1804,5,Morelos
1805,22,Cuajinicuilapa
1806,24,Moroleón
1807,17,Rosario
1808,8,San Juan Petlapa
1809,8,San Francisco Lachigoló
1810,3,San Vicente Tancuayalab
1811,8,San Sebastián Ixcapa
1812,8,San Pedro Totolápam
1813,4,Camarón de Tejeda
1814,27,Tlatlaya
1815,5,Ocampo
1816,27,Huixquilucan
1817,12,Tláhuac
1818,29,Cajeme
1819,4,Misantla
1820,12,Coyoacán
1821,28,Sain Alto
1822,9,Los Reyes de Juárez
1823,7,Cuautla
1824,9,Teziutlán
1825,29,Arivechi
1826,4,Carlos A. Carrillo
1827,5,López
1828,3,Santa Catarina
1829,8,Santa María Apazco
1830,9,Aljojuca
1831,10,Tekax
1832,8,San Pedro Pochutla
1833,8,Nejapa de Madero
1834,2,Mapastepec
1835,6,Súchil
1836,8,Santa María Ixcatlán
1837,11,Acuitzio
1838,27,Coyotepec
1839,8,San José Lachiguiri
1840,19,Chapulhuacán
1841,22,Ahuacuotzingo
1842,8,Villa Tejúpam de la Unión
1843,28,Moyahua de Estrada
1844,27,Tepetlaoxtoc
1845,5,Satevó
1846,5,Rosario
1847,27,Chicoloapan
1848,27,Amatepec
1849,9,Nopalucan
1850,8,San Juan Cotzocón
1851,4,Carrillo Puerto
1852,8,Santa Cruz Nundaco
1853,31,General Bravo
1854,7,San Martín Hidalgo
1855,8,Santos Reyes Pápalo
1856,11,Yurécuaro
1857,4,Gutiérrez Zamora
1858,9,Xochitlán Todos Santos
1859,22,Tixtla de Guerrero
1860,11,Tuxpan
1861,10,Cantamayec
1862,29,Guaymas
1863,31,General Escobedo
1864,24,Comonfort
1865,12,Álvaro Obregón
1866,5,Gran Morelos
1867,10,Ucú
1868,2,Villa Corzo
1869,4,Tancoco
1870,8,Ocotlán de Morelos
1871,19,Santiago de Anaya
1872,9,Tlapanalá
1873,1,Progreso
1874,6,Rodeo
1875,8,San Juan Mixtepec
1876,8,San Andrés Paxtlán
1877,28,Momax
1878,3,Lagunillas
1879,8,San Lucas Camotlán
1880,5,San Francisco del Oro
1881,4,Tlacotalpan
1882,11,Churumuco
1883,8,Santa María Chilchotla
1884,8,Santiago Tepetlapa
1885,8,Santiago Tillo
1886,4,Cotaxtla
1887,8,Santa Catarina Ixtepeji
1888,18,Isla Mujeres
1889,8,San Lucas Ojitlán
1890,8,Mártires de Tacubaya
1891,8,San Juan Sayultepec
1892,27,Cuautitlán Izcalli
1893,2,Tuxtla Gutiérrez
1894,30,Totolapan
1895,10,Valladolid
1896,8,San Pablo Tijaltepec
1897,27,Cuautitlán
1898,1,Arteaga
1899,7,Ejutla
1900,19,Tasquillo
1901,22,Teloloapan
1902,27,Xalatlaco
1903,21,Villagrán
1904,30,Ayala
1905,6,Otáez
1906,29,Moctezuma
1907,29,Benjamín Hill
1908,30,Tetela del Volcán
1909,2,Pantepec
1910,8,Santiago Textitlán
1911,19,Pacula
1912,29,Rosario
1913,8,San Bartolo Yautepec
1914,22,San Marcos
1915,2,Tecpatán
1916,22,Ixcateopan de Cuauhtémoc
1917,8,Loma Bonita
1918,2,La Concordia
1919,8,San Ildefonso Villa Alta
1920,10,Cansahcab
1921,4,Ursulo Galván
1922,3,Santa María del Río
1923,27,Nextlalpan
1924,24,Salamanca
1925,8,Magdalena Mixtepec
1926,10,Dzitás
1927,13,Españita
1928,4,Pánuco
1929,8,San Pablo Villa de Mitla
1930,2,Huitiupán
1931,4,Platón Sánchez
1932,9,Atzala
1933,4,Paso de Ovejas
1934,2,Tuzantán
1935,8,Santa María Chimalapa
1936,8,Santa María Coyotepec
1937,26,San Francisco de los Romo
1938,8,Mixistlán de la Reforma
1939,2,Chenalhó
1940,7,Arandas
1941,8,Santos Reyes Yucuná
1942,11,Chavinda
1943,4,Benito Juárez
1944,8,Santo Domingo Armenta
1945,27,Santo Tomás
1946,24,Pénjamo
1947,4,Tepatlaxco
1948,28,Guadalupe
1949,13,Terrenate
1950,8,San Baltazar Loxicha
1951,13,Panotla
1952,8,San Antonio Acutla
1953,9,Pahuatlán
1954,27,Acambay de Ruíz Castañeda
1955,8,Santa María Huatulco
1956,8,San Miguel Soyaltepec
1957,8,Santo Domingo Roayaga
1958,8,Santo Domingo Tomaltepec
1959,4,Amatlán de los Reyes
1960,23,Calakmul
1961,28,Morelos
1962,8,Santa Marí Jaltianguis
1963,2,Mazapa de Madero
1964,8,San José Ayuquila
1965,8,San Sebastián Río Hondo
1966,28,Villa García
1967,8,San Pedro Mixtepec Dto. 22
1968,31,Parás
1969,8,Ayoquezco de Aldama
1970,19,Emiliano Zapata
1971,1,Guerrero
1972,10,Yobaín
1973,13,Tetla de la Solidaridad
1974,3,Villa de Arriaga
1975,29,Agua Prieta
1976,9,Totoltepec de Guerrero
1977,4,Tantoyuca
1978,8,San Miguel Tulancingo
1979,1,Nava
1980,27,Sultepec
1981,8,San Bartolomé Loxicha
1982,8,Santa Catarina Zapoquila
1983,1,Sacramento
1984,10,Xocchel
1985,9,Piaxtla
1986,12,La Magdalena Contreras
1987,8,Santiago Amoltepec
1988,8,San Agustín Tlacotepec
1989,8,San Juan Bautista Cuicatlán
1990,17,Cosalá
1991,8,Santiago Yosondúa
1992,8,Santa Cruz Amilpas
1993,31,Aramberri
1994,2,Ostuacán
1995,29,Magdalena
1996,8,Santa Lucía Miahuatlán
1997,25,Tijuana
1998,31,Marín
1999,28,El Salvador
2000,8,Coicoyán de las Flores
2001,22,Quechultenango
2002,3,Cedral
2003,8,Zapotitlán Lagunas
2004,2,Acacoyagua
2005,8,San Jacinto Amilpas
2006,23,Carmen
2007,31,Lampazos de Naranjo
2008,24,Irapuato
2009,2,Oxchuc
2010,4,Zozocolco de Hidalgo
2011,2,San Fernando
2012,8,San Jacinto Tlacotepec
2013,2,Berriozábal
2014,3,Coxcatlán
2015,6,Hidalgo
2016,7,Zapotlán el Grande
2017,17,Mocorito
2018,3,San Antonio
2019,10,Mama
2020,4,Chicontepec
2021,8,Heroica Villa Tezoatlán de Segura y Luna
2022,27,Otumba
2023,9,Tzicatlacoyan
2024,19,Zimapán
2025,19,Tepeji del Río de Ocampo
2026,14,Querétaro
2027,8,Santiago Tamazola
2028,4,Pajapan
2029,9,Huehuetlán el Grande
2030,9,Ahuatlán
2031,8,San Miguel Mixtepec
2032,7,San Marcos
2033,8,Heroica Ciudad de Juchitán de Zaragoza
2034,29,San Javier
2035,17,Sinaloa
2036,8,Guelatao de Juárez
2037,8,San Miguel Piedras
2038,7,Concepción de Buenos Aires
2039,22,Iguala de la Independencia
2040,16,Xalisco
2041,8,Santa Marí Petapa
2042,19,Tezontepec de Aldama
2043,19,Epazoyucan
2044,6,Durango
2045,11,Santa Ana Maya
2046,13,Tlaxco
2047,4,Omealca
2048,32,Balancán
2049,13,Xicohtzinco
2050,8,San Juan Juquila Mixes
2051,9,Chiautla
2052,11,Indaparapeo
2053,9,Calpan
2054,9,Coxcatlán
2055,8,Teotitlán del Valle
2056,8,San Ildefonso Amatlán
2057,13,Tetlatlahuca
2058,7,Ayotlán
2059,21,Cruillas
2060,9,Tlatlauquitepec
2061,10,Dzidzantún
2062,21,Padilla
2063,9,Esperanza
2064,31,Los Aldamas
2065,27,Tultitlán
2066,9,Teopantlán
2067,11,Madero
2068,2,Metapa
2069,8,San Blas Atempa
2070,14,Landa de Matamoros
2071,8,Santo Tomás Jalieza
2072,14,Arroyo Seco
2073,8,Santiago Cacaloxtepec
